(-0.00942972672345+0j) (-0.00226694814658+0j) (0.0111656135027+0j) (0.00700302145378+0j) (0.00683787228182+0j) (0.00289786324252+0j) (0.0137434067997+0j) (-0.00588504800074+0j) (-0.00428870937554+0j) (0.00070005146234+0j) (0.00966576526442+0j) (-0.00520183597791+0j) (-0.00455974971787+0j) (-0.00194563541189+0j) (-0.00589329782216+0j) (-0.000791292071161+0j) (0.00498613851165+0j) (0.00809063827316+0j) (0.0048297620915+0j) (-0.00236929500148+0j)
(0.000517539496303-0.0110269501156j) (0.010325229249+0.00695448568743j) (0.0122301146901+0.0179632872756j) (0.0029210075441-0.0152188243509j) (0.0151515150486+0.00782575922691j) (0.0146454224486-0.0210884843463j) (-0.00983452755119+0.018843469622j) (0.0243533124483-0.0171328855994j) (-0.0101641066394+0.00375733309503j) (0.024035765034+0.00221232242564j) (0.0119389933789+0.0066513453432j) (0.0087809665841-0.0156908491617j) (0.0145842061275+0.0166798889017j) (-0.00256802578057-0.00646817870026j) (0.0219070637327-0.012007069975j) (0.00819681635586+0.0166505282294j) (0.000580336470061-0.0206996422592j) (0.0150209248492+0.0238660404j) (-0.0259257618721-0.0256565135196j) (0.0121569804612+0.0242950993627j)
(-0.0120658085931+0.0158726826558j) (0.0271644826605-0.0207216697522j) (0.0157884909972+0.0306392705476j) (0.00580756266986-0.011986494365j) (0.0263493085002+0.000428079368577j) (-0.000601730973935-0.025859908946j) (0.00835940378375+0.0550128808748j) (0.00572790160483-0.0528484223719j) (0.0145871347636+0.0475524089569j) (0.0130832114511-0.0329663199519j) (0.00749214649523+0.0364595741629j) (0.0107606835128-0.0379723323262j) (0.0164228976101+0.00617583022166j) (0.0146222505605-0.00625196499064j) (-0.00558307173315-0.0234779956871j) (0.0246811836558+0.0301219714289j) (0.00574325789782-0.0198310146115j) (0.011974485769+0.0123815687064j) (0.00411689214412-0.00192940640559j) (0.000609036742417+0.00519216863757j)
(0.0134986380302-0.00425441077887j) (0.00675247099436-0.0152678477122j) (0.0279839593205+0.0144712249402j) (0.00242228846911+0.00743161911005j) (0.0145741628152-0.00139430693958j) (0.00597597216967-0.00699496864194j) (0.0190520306961+0.0275943405397j) (-0.0125082024755-0.00694660231445j) (0.029701987491+0.0113424023457j) (-0.0117013042722-0.00417507255546j) (0.00734500877044-0.0075933179595j) (-0.00546429055994-0.00795070212002j) (0.0218161682891-0.00767211043077j) (0.00384671655411-0.00337374123683j) (0.0022180507093+0.0114268062839j) (0.0176378748547-0.0150014486089j) (0.00183387224457+0.0276763852919j) (0.0233189231762-0.0342483052897j) (0.0175808832353+0.0195240438623j) (0.00919255598172-0.0114821719964j)
(0.0148234066214-0.010396204385j) (0.00260894818823+0.00896824691788j) (0.00179171431564+0.00118676868661j) (0.0158385427508-0.00595989267175j) (-0.00107600544889-0.00441805481728j) (0.0168380719058+0.00383852872161j) (0.00959874669732+0.00700152487137j) (0.00664026791015+0.00755372596353j) (0.00375133089091-0.00967829043811j) (0.0193501171404+0.0041476965114j) (-0.00097114333761-0.00507183557433j) (-0.00158118788506-0.0155749577589j) (0.015121562044+0.0102329366208j) (0.00219643703688-0.00106852681983j) (0.00243844373374+0.0153878149497j) (0.0134827827813-0.0244140606436j) (-0.00189921219189+0.0212926805372j) (0.024697999865-0.0106369800656j) (0.00307046621124+0.00299937905141j) (0.0257191674936-0.00623631274904j)
(0.00712776356282-0.0131184105029j) (-0.0112316554297+0.00685504957809j) (0.00382102313345+0.00798255216505j) (0.0373271946204+0.00153887947473j) (0.00049681947814-0.0194259893533j) (0.0413001419807+0.00447494445445j) (-0.00631793096524-0.00348010121244j) (0.00976062035155+0.0123114986657j) (0.00141671958837-0.0228485434768j) (0.0275484844295+0.00847534698247j) (0.00367636215285-0.0123697127474j) (0.0102874882836-0.0098034691352j) (0.00534877714135+0.00714766973458j) (0.0112179079895+0.00405979023749j) (0.0196460534656+0.0183982514901j) (0.0150131875673-0.0245452284262j) (0.0165765332956+0.0102911322896j) (0.0104530874439+0.00453854135147j) (0.0289294028989-0.000915370216328j) (0.00663952162154+0.0111625672728j)
(0.00856941685024-0.00849071328256j) (-0.00124152365797-0.0171089260034j) (0.0174835925902+0.0140536751335j) (0.0123662655463-0.00409798423679j) (0.0111521895562+0.00822396151213j) (0.02531930081-0.0176836391195j) (-0.00409841883307+0.0165958706503j) (0.0145975640333-0.00728623496905j) (-0.0012329772714-0.00847528334796j) (0.013284465034+0.00240659883905j) (0.017751108075+0.00503377461263j) (0.00626317612795-0.0229310923983j) (0.0124899889652+0.0235173528806j) (-0.00249988507473-0.00626131291791j) (0.0238883266031+0.0127319797727j) (0.00871391447813-0.0328983706214j) (0.0216948114905+0.0179213134195j) (-0.00123876707941-0.0087290927322j) (0.0199954311831+0.0190121915678j) (-0.00279297144608+0.00855366718301j)
(0.00726276337638-0.0111727589349j) (0.00989094249195-0.00714430083545j) (0.0259476228763+0.00458157718037j) (-0.00552640717352-0.000527854457194j) (0.0111641500795+0.0139544825277j) (0.0140572289728-0.0116337379814j) (0.0148630902759+0.023290259574j) (0.0265788207029-0.000635378550111j) (0.00890239325719+0.00375191355949j) (0.0148265395063+0.00017183058802j) (0.0277165546481+0.00213047162119j) (0.0034631329243-0.0309726267535j) (0.0202499716307+0.03690018097j) (-0.00622272331931-0.00901224609633j) (0.0131077601775-0.00237069820384j) (0.00349994128392-0.0306593358089j) (0.0305062470172+0.0207629900277j) (-0.0293540012968+0.00189217387773j) (0.0371864094758+0.0141042055995j) (-0.0214291844683-0.00470886891596j)
(0.00239459937422-0.00842614473254j) (0.0103292398626+0.00451489092889j) (0.0230151818866-0.0114182762813j) (0.00502868965102-0.00721140821928j) (0.0147548869887+0.0127519079041j) (0.00987872027002-0.00085647895093j) (0.0106303039833+0.0134975734788j) (0.0284302581288-0.011951825356j) (0.00792823975783+0.00216354514574j) (0.01501903256+0.00868013231261j) (0.0108388758445-0.0105022443363j) (0.00681393488936+0.00500957433778j) (0.00095903784502+0.0122700168551j) (0.00665233749158+0.00036349492092j) (0.00855383622922-0.00739070822419j) (0.00811421253771-0.0165956797004j) (-0.00495865450049+0.0172344371409j) (0.0129006749959+0.0149712550686j) (0.00326690176034+0.00134557425729j) (0.00903980437076-0.0104812191267j)
(0.0155880999955-0.00239394612988j) (-0.000280392747855-0.00224506516291j) (0.0167036575469-0.00346053981572j) (-0.00560103675668-0.00546466905413j) (0.0218871599659+0.00610377101509j) (0.00289993678741-0.00480141110613j) (0.0123174706367+0.00678469028564j) (0.0124899594358-0.00237009661482j) (-0.0102848494586-0.00501088715621j) (0.017281914993+0.00846437641555j) (0.00422487258618+0.00794216814914j) (0.0203313096935+0.00513831404819j) (0.00406595042277-0.00274423799042j) (0.00715092889903+0.0091598843718j) (0.00357556822926-0.0100464415393j) (0.00620345689494+0.00999780163464j) (-0.00286570659775-0.0143925990061j) (0.0190991971435+0.00337702852588j) (-0.00886681084134+0.00445482194936j) (0.0143178953374-0.0118234120679j)
(0.0156682027818+0.00809782263557j) (0.0111229618464-0.0230915177325j) (-0.00383118520874+0.00873226116792j) (0.0144541379957+0.0136988848204j) (0.0217431790346-0.00848874870521j) (0.00909966169896+0.00270891550899j) (0.0374261845995-0.00559137679389j) (-0.0050580982886+0.0138406334389j) (0.000694531480687-0.00931702309746j) (0.0189683859871+0.00238710818263j) (0.0167725006585+0.00474295515816j) (0.0132231898919-0.000335870871252j) (0.0125134220225+0.00301394458812j) (0.0273000528582-0.00630974728919j) (0.00923537004215-0.0128553824602j) (0.0280302937531+0.00179774165201j) (0.0054848055001+0.00123099828744j) (0.0166682855604+0.00450087245561j) (-0.0148374608468+0.00756995554754j) (0.0119168802489-0.0114684334643j)
(0.0308092668795+0.029735465409j) (0.0205370665805-0.0369655854683j) (-0.00932575407814+0.0324491982319j) (0.021634794543-0.0225128326122j) (0.0175650577165+0.00761335459728j) (0.0057300021336-0.00907087605137j) (0.0482949972477+0.00794781935183j) (-0.0104186363627-0.0115589728449j) (0.0385570996309-0.0043861876537j) (-0.00885640223729+0.00708523566988j) (0.0261162594449-0.0223756257985j) (-0.00674793912852-0.00287127179674j) (0.024999303232+0.0258349543948j) (0.0115279455014-0.024440341494j) (0.0202733582485+0.0036035191871j) (-0.00748223096579+0.00352715347747j) (0.0154304077978+0.00266706163175j) (0.00453254045598+0.0115545273935j) (-0.0126441871127+0.00804872989092j) (0.0240928078609+0.00813231634275j)
(0.0142765332058+0.0162957962109j) (0.0176898520404-0.0203425021603j) (-0.00707134977735+0.0124556110013j) (0.00895721464093-0.0101360400859j) (0.000623526391193+0.000353384937387j) (0.00592523429173+0.0159237564916j) (0.0089195734209+0.00349999114015j) (0.00762340663946-0.000417264256264j) (0.0090539571906+0.00399286552848j) (0.0188438870039-0.0032575921496j) (0.0156314708676-0.0115185400004j) (-0.0129991874308+0.00706120035693j) (0.0134347186141+0.00885183113321j) (0.0165509363477-0.00446075343232j) (0.00748508388322-0.00792525169199j) (-0.0112416817066-0.000423071094396j) (0.0141937630469+0.00163482146537j) (0.00453903290327-0.00274478973201j) (0.0089501574789-0.0062247281374j) (0.0140845058473+0.000605735316258j)
(-0.00757947655288+0.00204966197016j) (0.0248302232948-0.0086253007319j) (0.0101942308405+0.00334806850625j) (-0.00710746167826-0.00354925948398j) (0.0208730507602+0.00397055089976j) (-0.0152864101501-0.0121768290769j) (0.0102236105137+0.00211735141715j) (0.0201279576725-0.00909554332411j) (0.0162065113269+0.0148090297668j) (0.0105826940888-0.00371353350089j) (0.0085893432191-0.0139539523505j) (0.00154527774574+0.00676731953842j) (0.00416318440654+0.00357898387316j) (0.0168912346231+0.000539639465623j) (0.00853848334962-0.00404851162289j) (0.00834097390994+0.0148247561934j) (0.0143125458909+0.000633450635482j) (-0.00258211252307+0.000941127112804j) (0.0162115804292-0.0187177534821j) (0.011307298267+0.0218060878196j)
(0.00825461616369-0.00318241996946j) (0.00727317147514-1.74155215564e-05j) (0.0205043964036+0.0131444199707j) (-0.00363314823411-0.0135212212754j) (0.018264755577+0.0106666254476j) (-0.0044625187542-0.0198307007303j) (0.0230247265339+0.00468555323289j) (-0.00810997512292-0.00324377566714j) (0.0188090634645-0.00516943352535j) (-0.00541011008958-0.00776936727702j) (0.0121666792906+0.00740049823554j) (0.0109972925578+0.00263829685875j) (0.00778934614092+0.00220936011349j) (0.0139352186602+0.00312332538764j) (-0.00444859741478+0.00921778180139j) (0.0108554709219-0.00604941176291j) (0.00840654396403-0.00227832598232j) (0.0155329703966+0.00873571608679j) (0.00957401121357-0.010554860289j) (0.00868804614967+0.00327842442475j)
(0.00516586773225+0.0171225472024j) (0.018604889358-0.0143992196632j) (0.0092343753087+0.021271944257j) (0.0260320185993-0.0209950477437j) (0.0133997103624+0.0131459268201j) (0.00652893400121-0.00854248496338j) (0.0155908074786-0.00762974283122j) (0.00655658955009+0.0118160358642j) (0.00171093140632-0.00506973516848j) (0.0175931110925+0.00658293875903j) (-0.000311513163495+0.00374114210877j) (0.0272482665868+0.00150430188155j) (-0.000681830628752-0.00557182425188j) (0.0300550583425+0.0245757678132j) (-0.00492811334672-0.00190160569495j) (0.00548044314417-0.00986643408278j) (-0.0077067457-0.015537264021j) (0.0242348785161+0.00538202385653j) (0.00246425573138-0.0109292464636j) (0.0158717453816-0.00270325604916j)
(-0.000547884647946+0.0196447658659j) (0.0240345310383-0.0304155279303j) (0.0165408092255+0.00817761358482j) (0.0135369931674-0.0193091231161j) (0.0194034694133+0.0167510637678j) (-0.00691165895701-0.0112287372128j) (0.0163695449007-0.00724545558511j) (0.0214100686709+0.0162204068475j) (-0.0161499469463-0.0210106807447j) (0.0328636354468+0.0163117953353j) (-0.0129973498605-0.003314561052j) (0.035685243106+0.0180566675472j) (-0.0140490630302-0.0083970109184j) (0.0369236738748+0.00462210734844j) (-0.00391311895185+0.00309271316687j) (0.0284428938715-0.0105515424607j) (0.00726211045485-0.00407441789506j) (0.0232459196213+0.00222640605241j) (-0.00821940472957+0.0231644735467j) (0.0157808804072-0.0147898740434j)
(-0.00154182666241-0.00493145581156j) (0.0232175732039-0.00602291004241j) (0.0152941926903-0.00507623864034j) (0.0165719326836-0.00308811828421j) (0.0263951191446+0.00822772027109j) (0.00167217092551+0.00609447247073j) (0.0132864571647-0.013958983961j) (0.0105088926416+0.0186624412223j) (-0.00677228905117-0.0317907129501j) (0.0146254210177+0.0324431736328j) (-0.00105243752855-0.0102674485196j) (0.0153952998934+0.025447064848j) (0.00261866442025-0.0187033708668j) (0.0107637052697+0.00540320372318j) (0.0206390972147-0.0211929801397j) (0.00852678829549+0.0148068588722j) (0.0295188039106-0.0116346556737j) (-0.00531841075309+0.01154731962j) (0.0191016424246+0.0103437432975j) (0.025732847249-0.00976214565402j)
(0.0200075621867-0.00635260625567j) (0.00942653386689+0.00702687342597j) (0.00362428847441+0.00165164544661j) (0.0192497829442+0.0165365689067j) (0.0195428729546-0.00566256377817j) (0.0127707100396+0.0198757160013j) (0.00898515337565-0.0286610936485j) (0.0228928992238+0.0237234024601j) (-0.00513502346821-0.0225928860576j) (0.00934980384724+0.00573321651241j) (0.0056552313649-0.0211889944677j) (0.0225491443249-0.00962164275107j) (0.0210857258814-0.0184922175925j) (0.0203410675258+0.00385914726829j) (0.0283331567689-0.0165137169724j) (-0.00510256214707+0.0182764375552j) (0.0210326798177+0.00954648943376j) (-0.0036264847118-0.0022953101134j) (0.0334344585775+0.000578767952847j) (0.0299930400437+0.014934208525j)
(0.0231008042166+0.0123100376408j) (0.00582873786374+9.8145713189e-06j) (-0.000215995946158+0.00468635437594j) (0.0197834853075+0.00850512486973j) (0.00944988973347-0.00877594509833j) (0.022120374555+0.024973490619j) (0.0285974590337-0.0304959137062j) (-0.00667147894041+0.017119177836j) (0.0133350480931-0.0281148042522j) (-0.00189103215647+0.00743244094452j) (0.0300423855647-0.0136411886756j) (0.0152012900471-0.0105600606776j) (0.0242438465647-0.00345546455754j) (0.0227070258922+0.00270813818725j) (0.0370074911755+0.0110342374325j) (-0.00512765855652-0.00336737609551j) (0.0161813928773-0.00571189457312j) (0.00475605553606+0.0029465537903j) (0.0221111895764+0.00394098211472j) (0.0317618947282+0.00936421185802j)
(0.0121482260982-0.00243271706741j) (0.00314181672919+0.00769585777517j) (0.003773095827+0.00274379249802j) (0.014009417226-0.00444911471134j) (0.016324642768-0.00437416335219j) (0.0130496789019+0.00618028229537j) (0.0153495183303-0.000954274545264j) (-0.00716616800626+0.00326391693997j) (0.016905981318-0.00928500402294j) (0.0019989391441+0.018162820456j) (0.0278745696308-0.00443050792171j) (0.0110456968237-0.0239098065339j) (0.00966933936418+0.00887214148466j) (0.0294512883983+0.00068458694736j) (0.0183746637202+0.00899206668957j) (0.00802371242939-0.00640615740294j) (0.00475778627075-0.00586504537017j) (0.0199078471158+0.00745095528125j) (0.0098586300891+0.000747800649548j) (0.0254702715137-0.0100512311236j)
(-0.00232139790991-0.010673065758j) (0.00796607992199+0.00474843981234j) (0.0147393453796-0.00518532048179j) (0.00372252047541-0.000836269448547j) (0.0216583915527-0.0042944300626j) (0.016607509028-0.00705955415915j) (-0.000124668972227+0.00511243348962j) (0.0100455895669+5.47375439959e-05j) (0.0200053642373+0.00779296392652j) (0.00156031525187+0.0327842016953j) (0.0198930947487-0.0085928069575j) (0.0174429502885-0.00888465240228j) (0.00503110694255+0.000430423678317j) (0.0195673529345+0.00426819018528j) (0.00797573153396-0.00746666954042j) (0.0167167879941+0.00033643061867j) (-0.00569778695474+0.000296497295644j) (0.025841243656+0.00565481937528j) (0.00348820833121-0.00122296454584j) (0.0180805229399+0.00390370141879j)
(-0.000911059396629-0.00103008564597j) (0.00402320505214-0.00597075156648j) (0.00683706280817-0.000285559875265j) (-0.00710380301594+0.0120287418944j) (0.0193895503316-0.0104554221193j) (-0.00563568550401+0.00483364452229j) (0.00422437369584-0.0203799758114j) (0.00432895389281+0.0138405461559j) (0.00654354008452-0.00453352902405j) (-0.000528489810855+0.0209979660076j) (0.00757092565895-0.00981066042346j) (0.00276349630781+0.00467059238299j) (0.0130298001742+0.000204241927167j) (0.00260401426194-0.0124138646394j) (0.011060943682+0.00259073383885j) (0.00624096436289+0.000450312038862j) (0.0126281613396-0.00500593050796j) (0.00955906179822+0.00296457169651j) (0.00843956496821+0.000877470785965j) (6.94460185746e-05+0.00748539660424j)
(0.0180514963618-0.0024783489801j) (0.0178112050127+0.00389770424928j) (0.00422505518579-0.0114512835213j) (0.00546403926754+0.0100217481379j) (-0.00311445897479-0.00333106126515j) (0.0182112919279-0.00206769932555j) (0.00296179873912-0.00577475507035j) (0.0183436362289-0.00215497200244j) (0.000580109090242+0.00462236071872j) (-0.00218186438761-0.0109033457021j) (0.0130349537683-0.00514363563242j) (0.00974157997396+0.00313885235346j) (0.0206352955902-0.00283256845263j) (0.0237718207909-0.00279390834035j) (0.0116416437723+0.00808595502007j) (0.0260399786502+0.00238005869513j) (0.0079146584495+0.00358787711969j) (-0.0108336238634+0.00444959570876j) (0.0191003731304-0.00843982831344j) (-0.00148735939213+0.0164622722149j)
(0.00992307969669+0.00384841355559j) (0.0287562352206-0.00378247012711j) (-0.00134937893593+0.00273680393622j) (0.034058227958+0.00559326229055j) (-0.00159317849985-0.00102820158738j) (0.00205346937985-0.0151813882823j) (0.00899850977254+0.0114788025963j) (0.0172315493988-0.00680442914288j) (0.0126578287955+0.0170985882957j) (-0.00131977010071-0.0183030388499j) (0.0238305608292-0.00695261056278j) (0.0193937158276-0.00473666436207j) (0.0152482151687+0.0034005359239j) (0.033654948104-0.00650960642995j) (0.0197085935994-0.0038599109059j) (0.0220621623939-0.00197096471213j) (-0.00524121605716+0.0253303689645j) (-0.000218727642163-0.00989052933799j) (0.00158695532739+0.000874073051176j) (0.0114027615856+0.00760906212062j)
(0.00670356896711+0.00103455048293j) (0.0265725992746+0.00992769589517j) (-0.00770788324805-0.00319408223418j) (0.0193563917531-0.00316196702749j) (0.00553027365904+0.00617332801615j) (0.00465276046566-0.0215531969941j) (0.00476451905152+0.0041159403435j) (0.0134456800496-0.00579732589538j) (-0.00031627688045-4.31463758084e-05j) (0.00571346163843-0.0024338395801j) (0.00849386086739+0.000540964897502j) (0.00431465207577-0.00864599656988j) (0.00789241824953+0.0205855017313j) (0.0146487884366-0.0063119084451j) (0.0220864638698-0.0142577429389j) (-0.00797531187281+0.00411898449644j) (0.029212421331+0.00980879692356j) (-0.0024555989203+0.00104629490122j) (0.000698339470505+0.00325487449078j) (0.0151201921379+0.00584839581835j)
(0.00500472604447-0.0024309204017j) (0.00952193998714+0.00864231462198j) (0.00968955051196-0.00179968625349j) (0.00630826904444-0.0145715903272j) (0.0108348899429+0.00860426404969j) (0.00193122124447-0.00832667470847j) (0.0107217575192+0.00839920538992j) (0.0052138653065-0.00588288743786j) (0.00123689884649-0.0046269595617j) (0.00684452366897+0.00229293567073j) (0.0028970959897+0.00547884821384j) (0.00707355092915+0.00437362458296j) (0.00367083813039+0.000641445628859j) (0.00817211321677-0.0147249203241j) (0.00570044506092-0.000890338436761j) (-0.00662789647732+0.00471816438246j) (0.0237863567024-0.00488451270435j) (-0.00566044458066+0.01662970877j) (0.0094824213919-0.00626351388369j) (0.0107882323154+0.000119620683926j)
