(-0.00942972672345+0j) (-0.00226694814658+0j) (0.0111656135027+0j) (0.00700302145378+0j) (0.00683787228182+0j) (0.00289786324252+0j) (0.0137434067997+0j) (-0.00588504800074+0j) (-0.00428870937554+0j) (0.00070005146234+0j) (0.00966576526442+0j) (-0.00520183597791+0j) (-0.00455974971787+0j) (-0.00194563541189+0j) (-0.00589329782216+0j) (-0.000791292071161+0j) (0.00498613851165+0j) (0.00809063827316+0j) (0.0048297620915+0j) (-0.00236929500148+0j)
(0.0508741644459-0.0482552848653j) (0.0653402801617-0.052173502397j) (0.015563862346+0.0120353954659j) (-0.0452484083834+0.0680442454184j) (-0.0403982267346+0.0436944474466j) (0.00775526567514-0.0210660448285j) (0.0592737639184-0.0704536046774j) (0.0587883888226-0.0488583259744j) (-0.00876702411913+0.0226742253549j) (-0.0431406766474+0.0641612423447j) (-0.029573099065+0.0589438930048j) (0.00777383904451-0.00953385455149j) (0.0495344504011-0.0689908078853j) (0.0307068882749-0.050998703256j) (-0.00101677506107+0.00872328496795j) (-0.0314808828065+0.0535635143265j) (-0.0237635143309+0.0498607697937j) (0.0153280593209+0.000967637726429j) (0.0472260402849-0.0386812491771j) (0.0478354028058-0.0475150817936j)
(0.0444156444046-0.0298063534505j) (0.0400797534162-0.0338968941967j) (0.0145853563398-0.00111389629177j) (-0.0303519064555+0.0390487386358j) (-0.0294774097859+0.0309010309437j) (0.00582041678631-0.00749424954926j) (0.0478946824266-0.0470442482767j) (0.0268613769983-0.032288961753j) (-0.00798032648366+0.0194727549267j) (-0.0201589631732+0.0400169912431j) (-0.00132546970732+0.0241449425281j) (0.0219927496851-0.0135321571902j) (0.0215950991235-0.0328370697824j) (0.00239093627426-0.0184245728166j) (-0.0111916140523+0.00640272802406j) (0.0043587114004+0.0351078632099j) (0.0181732384444+0.0238976379501j) (0.018611874793-0.00625596983808j) (0.016576510108-0.0153669289865j) (0.00415271853032-0.0243176584445j)
(0.0617197089427+0.0262985035376j) (0.0447097602266+0.0131026960934j) (0.0189754700026-0.0198137861907j) (-0.027755788467-0.025887123395j) (-0.0325613943027-0.00753947049639j) (0.0123891969967+0.00729743136149j) (0.0531447240495+0.0272397268999j) (0.0309740534226+0.0161788749668j) (-0.0122142132449+0.00780492186087j) (-0.00686207198776-0.0219607129709j) (0.00523475927059-0.0218080728562j) (0.037697095132-0.0124861131048j) (0.0171419890363+0.0180068620327j) (0.0126970144436+0.0236520210884j) (0.00718202658404+0.0017030079709j) (0.000293087660114-0.0160728906943j) (0.0196303883188-0.0168192589359j) (0.0356655976368+0.000224082647465j) (0.0154762339236+0.0255521651795j) (0.00237751555335+0.0196262154306j)
(0.0314048529752-0.00389425199109j) (0.0313595313119-0.0150819653727j) (0.0343922768763-0.0150697329153j) (0.0136833056201+0.00458868284268j) (-0.0286695739522+0.0139402113927j) (-0.0275139082544+0.00828345954018j) (0.0209991455856-0.00915157874192j) (0.058743878858-0.00325928275415j) (0.0337436232764+0.00306422372524j) (0.00811964983186+0.00837938001504j) (-0.025543847412+0.0199324687972j) (-0.0137623204644-0.00336009102291j) (0.0332091208429-0.0146428643831j) (0.0830973225872-0.00848788909504j) (0.0270707310474+0.00151864522012j) (-0.0223185478742+0.0101405455284j) (-0.0402292795872+0.0123794413718j) (0.0166166140304+0.0109392933334j) (0.0448425870615-0.00550471162731j) (0.0352692011008-0.0216186512767j)
(0.00455806900588+0.00115633225651j) (0.023719140297+0.0106572010468j) (0.013182735298+0.00328911398232j) (0.00813615760427+0.0129319496599j) (0.00490037343904-0.0146269925511j) (-0.000949481304868-0.0194354188807j) (0.0312447266326-0.0139364456484j) (0.0488285438808+0.015427508926j) (0.0264939370162+0.0346407792796j) (-0.00448938373692+0.00860156104623j) (-0.0168652889902-0.00983712029816j) (0.00923636057635-0.020600163097j) (0.0322623796409-0.0141664484772j) (0.0535971806205+0.010356065231j) (0.0200763938381+0.0141791730016j) (0.00343558990865+0.0019508817871j) (-0.0148060120849+0.000127787399795j) (0.00751227992506-0.00207217782651j) (0.0217151575961+0.00504306367217j) (0.0304139929054-0.0300367580176j)
(-0.0415587152219+0.0429222727292j) (-0.0201323617837+0.0385496758509j) (-0.0127705215843+0.0124940450991j) (0.0434843511544-0.0157093878922j) (0.055463423705-0.0330302571306j) (0.0188810706808-0.0267098033686j) (-0.020398458172+0.00134836520651j) (-0.0104815207092+0.0368206079364j) (0.0349920951301+0.0311365830241j) (0.0356857061911-0.0197813321868j) (0.0201081135369-0.0329290170444j) (-0.00451882581559-0.0282821488607j) (0.00631844000168+0.005001442247j) (0.038218191984+0.032514011965j) (0.0430654312221+0.0226564777578j) (0.0299113160604-0.00188220720258j) (-0.0127345622111-0.0416147425379j) (-0.0116534781778-0.0194541874206j) (0.00785404368342+0.0359220901535j) (0.0294885113377+0.00450602965733j)
(-0.0380394186053+0.0550161744344j) (-0.0273105721379+0.0299498543654j) (-0.00193058228656+0.000120881723689j) (0.0497397976243-0.0337512341675j) (0.0511776724644-0.0193438362501j) (0.0147963476832+0.0376227661727j) (-0.0328135882058+0.0327254774551j) (-0.0290578250959-0.0165910116602j) (0.018680400047-0.0497179523034j) (0.0388356864248-0.022791273483j) (0.0493458143966+0.0211004809085j) (0.0228201396172+0.0357293205352j) (-0.0153134128758+0.00249557163688j) (-0.00425890390237-0.0314357907716j) (0.0168563943151-0.023133786737j) (0.0393224319331+0.0118066260579j) (0.000555642226527+0.0224002701985j) (0.00297551042559+0.00698731157608j) (0.0072908714817-0.0116755615628j) (0.0132359920041-0.0241024195666j)
(-0.00176961416809+0.0280573165968j) (0.0011658282531+0.0334992332315j) (0.00443001645705+0.0169602096329j) (0.0185599759353-0.0262581744733j) (0.0196632278033-0.0375004784255j) (0.0010141229211+8.52947499792e-05j) (-0.00549137591864+0.0269750389918j) (-0.0181406474597+0.0113942814696j) (0.00282997476749-0.0205790208454j) (0.0169134495374-0.0266384697559j) (0.030633011924-0.00347934813087j) (0.0257911238301+0.0148616011084j) (-0.011517910168+0.0121754343021j) (-0.0105539067344-0.0034861898966j) (0.00300137387182-0.00973754079697j) (0.0263591981739+0.00109061457887j) (0.0118278947881+0.0114670473938j) (0.0120889518131+0.00830545782902j) (0.0190813443582-0.000987961977706j) (0.0185510523309-0.00310537966792j)
(0.00435302616545+0.021020906834j) (0.00329691593158+0.0331354181979j) (-0.00084571700591+0.007906956084j) (0.000350787028271-0.0367010321648j) (0.015628941733-0.0413656941911j) (0.0161765191694+0.00271249747763j) (0.0136364597937+0.0300321804283j) (-0.00960264775575+0.0217014486402j) (-0.0152441892473-0.0109019872085j) (0.0067750722945-0.0215726808037j) (0.0375706470337-0.0136187529963j) (0.0295352574315+0.0117536843156j) (-0.0177555987516+0.0180258711813j) (-0.0400803962545+0.00381758498042j) (-0.010932408583-0.0137504168878j) (0.0376317128318+0.00489114759809j) (0.0368099656464+0.0152657637124j) (0.0203327192209+0.0135021790286j) (-0.0165934742085-0.0152637387989j) (-0.0180043481312-0.025195247671j)
(0.0408513005823+0.0222220699031j) (0.0316128843691+0.0241044555249j) (0.000660306157455+0.0019817572308j) (-0.0214898329589-0.0189655758315j) (-0.00715375796588-0.0311291234146j) (0.0172185600324-0.00271560565777j) (0.051105499554+0.0269637494123j) (0.0225788050837+0.0291297412951j) (-0.0216571221841+0.00546852162579j) (-0.0139913541089-0.0307254013342j) (0.0223525456098-0.0246871571392j) (0.0309822290173+0.00601472105698j) (0.00219252011155+0.0199088446881j) (-0.0310243150612+0.0108885582735j) (-0.0143485909266-0.00700061451846j) (0.0327604410737-0.0199563383016j) (0.0428729336059+0.0011950127341j) (0.029140646057+0.0142539504446j) (-0.00465199568836+0.00152071692832j) (-0.0244914550885-0.0183706446271j)
(0.0242811319872+0.0204267273158j) (0.0133022954856+0.0157177845752j) (0.0268942655196-0.00470437167562j) (0.0106262146528+0.00108442114179j) (0.0148491946334-0.000265600944593j) (-0.0109602566197+0.00459749450208j) (0.017645623543-0.00512355436506j) (0.0214260995407-0.00934713523729j) (-0.00212706726319+0.0227963102694j) (0.00748045943243+0.00152406111485j) (0.0159249299492-0.0143874676436j) (0.0201501646624-0.0184914751782j) (-0.00141173207813+0.00549948530447j) (-0.00464329945832+0.0228676856252j) (-0.000259353599866+0.00812843043027j) (0.0187392985658-0.0374210244165j) (0.0358322895558-0.021720677207j) (0.0211513921797+0.0104822156741j) (0.00964208335867+0.024981197233j) (-0.00656661965076+0.0184644256358j)
(-0.00759326825819+0.00754861634068j) (-0.0174221501391+0.00457469796958j) (0.000977681330059-6.89966109908e-05j) (0.0332961586564+0.00282588818977j) (0.0425592432832+0.0022599507585j) (0.00711591259938+0.0118656255704j) (-0.00639116490412-0.00649650839772j) (0.00398915933897-0.0163911833409j) (0.0043166767488+0.00117282039165j) (0.00837296703184-0.00108681514152j) (0.0117794477628+0.00326610165448j) (0.0250432628517-0.0026655584957j) (0.0289879858803+0.0171670677875j) (0.00579996458308+0.00415701899155j) (-0.0281174030103-0.00148453710014j) (-0.00477888816484-0.0283472296781j) (0.040113716863-0.0149325645178j) (0.0357571978539+0.00745238342081j) (-0.0050772582318+0.0195377297093j) (-0.0269512359265+0.012284018975j)
(-0.0141801158917+0.0292354620363j) (-0.014299566291-0.00420079524533j) (-0.00577732005583-0.0174254325058j) (0.0273321101847-0.0171193011972j) (0.0317706468855+0.00869026381772j) (0.00963618335553+0.0189081682638j) (-0.00128171888905+0.00052211412155j) (0.00924830512313-0.0222627179946j) (0.00205270810656-0.00891723079427j) (0.00433588254649+0.0101358523469j) (0.00894602037754+0.0332059986572j) (0.0160678932197+0.0172022540529j) (0.0107418176627-0.00811421443266j) (-0.00321350169068-0.00948269245663j) (-0.00535662797474-0.027126133161j) (0.00554841828055-0.00789708524931j) (0.0130893687968+0.0329227050622j) (0.0217422642484+0.0101195983775j) (0.00815732588891-0.0131344073855j) (-0.0017839230568-0.0424863376459j)
(-0.0392819544267-0.0101631191563j) (-0.0118600063261-0.00119463256777j) (0.0322623161394+0.00864349078427j) (0.052050276101+0.00152554854702j) (0.0137552738079-0.00679481329476j) (-0.0181530715566-0.013626947199j) (-0.0202284691119-0.00415977832345j) (0.0253214871053+0.000834978254332j) (0.0506969480366+0.0110001636585j) (0.0352235866385-0.00797307526151j) (-0.0207205623028+0.000408653645504j) (-0.0238313391015-0.00426460212694j) (0.00249834993997-0.00125829159465j) (0.0255598039546+0.0122874875165j) (0.0474729431588-0.00367646986747j) (-0.00100122854611-0.0142854983759j) (-0.0178201406849+0.00837647590809j) (0.00140761587554+0.0157710470558j) (0.0215346599168+0.00700629981407j) (0.0352331853398-0.0138035928352j)
(-0.0746653344663-0.0272406573024j) (-0.0345696575154+0.00431685935949j) (0.0624321413365+0.0285345381276j) (0.0986959515732+0.0146262094249j) (0.0281543681279-0.0239253461264j) (-0.0388445439571-0.0395277129571j) (-0.052092569596-0.00476094293077j) (0.00444089315368+0.00372957387965j) (0.0716407666807+0.00607658259136j) (0.0622049983042-0.0113958100889j) (-0.0135996473139-0.0281665909658j) (-0.0392781251014-0.0143028599501j) (-0.00709753687565+0.00744993627544j) (0.037220482382+0.0337963038693j) (0.0722644270159+0.0214259238932j) (0.00316835585315-0.0198069868642j) (-0.0376865044277-0.0269826008383j) (-0.00118348387644+0.0104396811972j) (0.0274799855456+0.0487777314654j) (0.0419680587196+0.0311603022348j)
(0.0341159884152-0.038793168359j) (0.0256094897559-0.000902077292517j) (0.0131074901484+0.0312903105461j) (0.0189306486919+0.0208261532114j) (0.00525644757715-0.021750983516j) (0.00728595373041-0.032811288603j) (0.00618349488296+0.00149736152416j) (0.0154060975071-0.0143124995393j) (0.0298594678369-0.0139281419676j) (0.00372360035982+0.00351270351193j) (0.0121013170615+0.00267058143725j) (0.0241013249658+0.00404458427149j) (0.0255857344816-0.00134128263625j) (-0.000372761174811+0.0010728911726j) (0.0131768817136+0.0122523856539j) (-0.00933384661558-0.00239941435059j) (-0.00947190071919+0.00307387578536j) (0.0187150854175+0.0183915765295j) (0.0285251939208+0.00569435649268j) (0.043580781087-0.0132545130505j)
(0.0245665031423-0.0589457885159j) (-0.00426596772187-0.0282328774939j) (-0.00318459951894+0.0313784072842j) (0.0460529135313+0.0545828489317j) (0.0393080482531-0.00348884577855j) (-0.000929360052373-0.0581511304617j) (-0.0234235979628-0.041601759984j) (0.00757109925621+0.011606266816j) (0.0314653872636+0.0372982973558j) (0.0220982338687+0.0299365167637j) (0.00445471272835-0.0214734603384j) (0.000499797203089-0.0286128613096j) (0.000959732229484+0.0180530767603j) (0.00462316690611+0.0190440672936j) (0.0379765605123+0.0158221272362j) (0.00482643993129-0.025269039687j) (-0.0303053471451-0.0243337892022j) (-0.00357668465713-0.000790581695226j) (0.0488015610543+0.027805386017j) (0.0603080962497+0.0204638649639j)
(-0.0244436307057+0.153414843559j) (-0.00618436237623+0.113433838798j) (0.00157401414772-0.0548054301382j) (0.0355904643374-0.156012212083j) (0.026404713319-0.0586926905782j) (-0.00108642773455+0.101386075793j) (-0.014947810217+0.119103566459j) (0.00620247167582-0.00626940750658j) (0.0241816389482-0.13062046866j) (0.0223559142502-0.07653563076j) (-0.0127078725691+0.0763081821867j) (0.00106172265762+0.147108155802j) (-0.00459957719129+0.0508849723323j) (0.0329820409136-0.121023844606j) (0.0450092440847-0.12758478115j) (0.00751532852415+0.026572251435j) (-0.0329965849335+0.129983118706j) (-0.00624323743206+0.0570377590524j) (0.0353163216423-0.0964217586883j) (0.0159719580874-0.12406411094j)
(0.0181694045835+0.250452327588j) (0.0225917827163+0.155202182113j) (-0.000397788090162-0.120201699889j) (-0.004762842569-0.24928352088j) (0.00183886022654-0.0580670544344j) (0.00910641995301+0.198762964487j) (0.0189127819275+0.207256872399j) (0.0122003966788-0.0470092012076j) (-0.000193711852628-0.2316841175j) (-0.00866472318621-0.141784831844j) (-0.00510777286774+0.126569804092j) (0.0356092673748+0.235676469336j) (0.0354492169453+0.0397916664042j) (0.00627091627559-0.191018422315j) (-0.0103883940219-0.173009934625j) (0.00812091445483+0.0662233890884j) (0.0214002653733+0.214273624898j) (0.0332364042638+0.1047170057j) (-0.00357970034133-0.151960280181j) (-0.0315531729983-0.196926502858j)
(-0.122526607279+0.314550004053j) (-0.0858919726895+0.212813977212j) (0.0648640406022-0.145806698973j) (0.158828539798-0.329100573487j) (0.0458238578713-0.0885394115824j) (-0.112924704492+0.268487008861j) (-0.121221795735+0.292341619559j) (0.0260942546587-0.0546331071751j) (0.16040205527-0.32823803936j) (0.0933100838136-0.196018472929j) (-0.0760066130972+0.182492267624j) (-0.132906507899+0.323301497711j) (-0.0140392948098+0.0616542099047j) (0.154067270677-0.294007220344j) (0.134308222645-0.252397008511j) (-0.0486745460633+0.0959832561923j) (-0.17034599747+0.341854144369j) (-0.0587199852225+0.14878025226j) (0.136610445102-0.240839344471j) (0.166886034234-0.32480313677j)
(-0.0320798423104+0.171886284305j) (-0.0260795998599+0.131537318944j) (0.0230287858431-0.0619830147932j) (0.0599463144053-0.190278659564j) (0.0324439413532-0.0755611624632j) (-0.0481571794688+0.150761228008j) (-0.0384937036171+0.159839396564j) (0.0316049951087-0.033672796428j) (0.074003910951-0.189850126647j) (0.0521250064799-0.101706411253j) (-0.0275375995242+0.106727943173j) (-0.0620089136842+0.192567790552j) (0.00763716052385+0.0296171671942j) (0.0894180537603-0.179395334048j) (0.0716557894066-0.141460984998j) (-0.0385135902046+0.068499775011j) (-0.0823455147819+0.201185974357j) (-0.00924545396319+0.0744200072973j) (0.0855834919521-0.135785009628j) (0.0741509495954-0.176894394888j)
(0.174381053249+0.0763016753438j) (0.148724046478+0.0630063370059j) (-0.0418045925792-0.0155937864234j) (-0.189497369659-0.0859179961977j) (-0.0667318729087-0.0426652867598j) (0.156795736343+0.0462960949659j) (0.185018976995+0.0668420103596j) (0.0170675068669+0.00291755832895j) (-0.178407261242-0.0497576925508j) (-0.113423950886-0.0310344441594j) (0.102052031473+0.00853602448224j) (0.204085467151+0.0511794206855j) (0.0730311867656+0.0127493834632j) (-0.145832330181-0.0379507278843j) (-0.145855055461-0.0319729955799j) (0.0317956640675+0.0240023017236j) (0.190098722531+0.0554649727258j) (0.123674411877-1.65564256299e-05j) (-0.097348155147-0.0265504757419j) (-0.184883166611-0.0187567103043j)
(0.13889663215-0.0830187369023j) (0.14358154079-0.0542184119876j) (-0.0155298151189+0.0352910532913j) (-0.173036714515+0.0868370349659j) (-0.0917547486169+0.0160024784179j) (0.148652739927-0.0554737502167j) (0.186237551229-0.0846679424884j) (0.019384169706+0.00633725575873j) (-0.152502242731+0.0796165002213j) (-0.0863588918196+0.0755848256433j) (0.107845068157-0.0476602205164j) (0.205080276417-0.0825417308658j) (0.0667907861605-0.0279331809328j) (-0.125546639654+0.066041141778j) (-0.130735163994+0.0604778183716j) (0.0444421385123-0.0105845779586j) (0.170484820037-0.0663413737436j) (0.103322202691-0.0405764471837j) (-0.104020607134+0.0539346617268j) (-0.149221195217+0.0856895022871j)
(0.0290937210534+0.0296977866767j) (0.0417250385431+0.0231001421207j) (0.0212941581635-0.0171458498471j) (-0.0307498799072-0.0451769203122j) (-0.0198920871957-0.0236365523699j) (0.0237016184165+0.0434648959506j) (0.031432022041+0.0538122778084j) (0.0154468806145-0.0052238257111j) (-0.0185889266966-0.0434132441612j) (-0.00745603795574-0.00472478123486j) (0.0224943927387+0.0209762975546j) (0.0639696568388+0.047090850393j) (0.0325702913626+0.00818918054956j) (-0.0250556777342-0.0449486361435j) (-0.0399706399792-0.040334219359j) (0.0200894125724+0.0280781300281j) (0.0612362547034+0.049632473966j) (0.0434782687773+0.0160707843906j) (-0.0215289483898-0.0430145198278j) (-0.0586051886384-0.0433370092357j)
(0.0967291955532+0.0563030995493j) (0.0661170216717+0.0337972848375j) (-0.0385825668183-0.0351511317152j) (-0.0694281656856-0.0637442530053j) (-0.0108208410043-0.0155069759883j) (0.065809978862+0.0279950374406j) (0.0596698730964+0.0484293494791j) (-0.00491866491882+0.00794645083529j) (-0.0539066747445-0.0233903013281j) (-0.0183327812184-0.0222033587606j) (0.0168707498836-0.0147662892153j) (0.0647018247949+0.0336583560328j) (0.0303874051204+0.0355150273543j) (-0.0210301314226-0.00595395663019j) (-0.04883149732-0.048466277823j) (-0.00608888713322-0.00750325676608j) (0.0713853162204+0.0235612794237j) (0.0666671450548+0.0223703022167j) (-0.0222596346542+0.00275281462237j) (-0.0566649365687-0.0192044966706j)
(0.0255465092118+0.0220211237377j) (0.0194370498268+0.0194034748879j) (-0.0120163065465-0.00804847742582j) (0.00266953840237-0.0191068088616j) (-0.00974643156638-0.0037907173044j) (0.0111309914752+0.0149845571823j) (0.0199340326894+0.0199636846003j) (0.0162168324526+0.0070890696858j) (0.00307055346139-0.016785726856j) (-0.00186955833866-0.0100182411182j) (-0.0106528024919+0.0098739952247j) (0.0210358127574+0.0093161821958j) (0.0188379997257+0.013184344272j) (0.00548350928282-0.0155105466383j) (-0.0114623703081-0.0117909000608j) (-0.00188619819708+0.0232447989327j) (0.03531712856+0.0185957860538j) (0.0363995551269-0.0162063620554j) (0.00295578441916-0.0215306561065j) (-0.00665436256086-0.0168533113118j)
(0.0303483569445-0.0187249024179j) (0.0359299178433-0.00883200234243j) (-0.00146430823423+0.0154637813015j) (-0.0358892041135+0.0147499396669j) (-0.0222829895426+0.00336414937283j) (0.04447639477+0.00243204998224j) (0.0593462455477-0.00789711623607j) (0.0082007194593+0.00429824411826j) (-0.0391120892291-0.0111414923286j) (-0.0304852315997-0.000145914349199j) (0.0277880021905+0.0159158755763j) (0.0665244594601+0.00883184261177j) (0.00656970282753+0.00337966520015j) (-0.0500709464772-0.0188186083088j) (-0.035037143259-0.0173188164745j) (0.0307394939791+0.00992362678768j) (0.0630706063671+0.0202772884729j) (0.0278696384183-0.014759460621j) (-0.0357425795596-0.0159282369192j) (-0.0460053309047-0.0166721254705j)
(0.0366487466002-0.0207446607956j) (0.0275398713403-0.0057704564864j) (-0.0176521580548+0.010223791578j) (-0.0505615401509+0.00789385498434j) (0.00471042568536+0.00268731006472j) (0.0595966939825-0.0067249038764j) (0.0460922700946-0.0126681858211j) (-0.0208370038969+0.00764341364687j) (-0.0469583383148+0.0113170326151j) (-0.0100744554991-0.0259619144956j) (0.0448148998841-0.0183481919279j) (0.0614284385897+0.0132950531204j) (0.0186261321463+0.0208173790523j) (-0.0400350576877+0.00882224701709j) (-0.0347574192811-0.022233253272j) (0.014590207441-0.00358423179276j) (0.0630058567199+0.0172970513455j) (0.0288904478576+0.0141520248253j) (-0.0324088724261+0.00236469327107j) (-0.0517693853894-0.0138160248318j)
(0.0295051733838-0.0267745168025j) (0.0152045452777+0.0082230940042j) (0.00223193674828+0.0237810362111j) (-0.0184550889138+0.0173939703605j) (0.00984479502055-0.00891525329258j) (0.0298357806389-0.0197373619922j) (0.0251439261018-0.00763658930337j) (-0.00839732273235-7.69008751866e-05j) (-0.0197583819198+0.0221737174648j) (-0.0064113657104-0.0108704041664j) (0.0209144602028-0.0262747628305j) (0.0220237045263-0.0128192706023j) (0.0301025904485+0.00831636557272j) (0.0075561856898+0.0198701684687j) (0.00309141686232+0.00537119550793j) (-0.0138964097099+0.00480405805943j) (0.00570930983924-0.00598834995958j) (0.0046301874018-0.00478168564692j) (0.0091343740006+0.00529499307697j) (0.00355977239366+0.00827244650128j)
(0.042091965645-0.0372153915831j) (0.0237830589244-0.00364606450896j) (-0.000402068468622+0.0226255661292j) (-0.00147606861591+0.0314889735645j) (0.0421918536809-0.00692394116953j) (0.0394379402285-0.0191161580247j) (-0.015907191003+0.00638320136627j) (-0.0172372856068+0.0206619673268j) (0.00668605920115+0.02022671201j) (0.0221629976929-0.00723139905434j) (0.00825567933078-0.0130933669815j) (-0.00743861439651-0.0316440985678j) (0.0211865186648+0.000870023404277j) (0.0508150892537+0.0313344876324j) (0.0147404215128+0.0145194022234j) (-0.0056566666597-0.0167534786381j) (-0.0168472640515-0.0254245933811j) (0.00167252932491-0.0245937361317j) (0.0312322012324+0.0134653814656j) (0.029197217721+0.034836198604j)
(0.030468253052-0.0190030596735j) (0.0132064027353+0.000605464346853j) (-0.00556729573104+0.00427404848774j) (0.0140630124394+0.0270211843833j) (0.0480486428535+0.00161553976136j) (0.00436490169803-0.0214178377464j) (-0.0288592874502+0.00314419853677j) (-0.0144418385505-0.0120692491943j) (0.0319359184187+0.0105084405341j) (0.0301756608267+0.015976958182j) (-0.0121972640814+0.0107734863428j) (-0.000207450221446-0.0310144069721j) (0.0426192009765-0.02143380455j) (0.00641904553453+0.0127572749211j) (0.00268529916791+0.0576930055351j) (-0.00151156540352-0.00841672866653j) (0.0033057483707-0.0572180726768j) (0.0279286280968-0.0330714737728j) (0.0333597841912+0.0387205233197j) (0.0275486171858+0.0548366689544j)
(0.0120434722951-0.055685061459j) (0.00938560029219-0.0309476648722j) (0.00794167885546+0.0295979416548j) (0.0233162541751+0.0582346264479j) (0.0219574107892+0.0196258622392j) (0.011967261837-0.0472304801654j) (-0.00442161263306-0.0454300353189j) (-0.0256052592536-0.0264126379001j) (-0.00630141931568+0.0656419876498j) (0.0337206817634+0.0680967786459j) (0.0202423977512-0.0179569495676j) (0.0129812850679-0.100907883783j) (0.000462780395031-0.0526851898371j) (-0.0210571464492+0.0467512190712j) (0.0281037662751+0.1147819955j) (0.0155483380975-0.00315911184464j) (0.00217011366235-0.108349728457j) (0.0107033669535-0.0561218887383j) (0.0155406310177+0.0693949941354j) (0.0454998742795+0.110252894694j)
(0.0619566133089+0.00670041600086j) (0.0520396285029+0.0116632944831j) (0.00589135343155-0.0144132777153j) (-0.0392460919336-0.0184689185834j) (-0.0130178964313+0.0137572328862j) (0.0743441866251+0.00157576875302j) (0.0553908351758-0.00968149121823j) (-0.0328518135738-0.00716362900371j) (-0.039526456944+0.0069849036753j) (0.012528216022+0.0116168191918j) (0.0451288413127+0.00614415573699j) (0.0233564328885-0.0389453263698j) (-0.0155038647904-0.0302433163563j) (-0.0160032625063+0.0196852413204j) (0.00196286663943+0.0587743017648j) (0.0198557663709+0.0169327473996j) (0.0468677487344-0.036915013157j) (0.0239577275913-0.0248157100754j) (-0.0377413556724+0.0189160154818j) (0.0135533248424+0.0138158747603j)
(0.057834648327-0.00688884808707j) (0.0389402817229+0.00292460856842j) (-0.00403959551665-0.0103367513099j) (-0.0214286640832-0.0128313028095j) (0.00348776897198+0.0184056003521j) (0.0582878783427-0.0153004249269j) (0.047683474424+0.00237438858358j) (-0.0154204261338+0.00777808899569j) (-0.0287630737697-0.00132530827132j) (0.027552861793-0.020178760167j) (0.0396828518265+0.0144865768017j) (0.0115786975631+0.00199625267027j) (-0.0221158165805+0.00933279829855j) (0.011718443126+1.85395040176e-05j) (0.013415952952+0.0295272626036j) (0.0135303523216+0.0104366742806j) (0.0276275438605-0.0297568750892j) (0.0274950329712-0.00234209758257j) (0.000183021828376+0.0136444449098j) (0.022978855744-0.0048402696569j)
(0.0301640536766-0.0328435315658j) (0.0201124649325-0.000310280426724j) (-0.0131197514177+0.0186921615572j) (-0.00913331800253+0.0128346807491j) (0.0208290002404-0.0105991998877j) (0.0223776837194-0.0252282040253j) (0.0370264818093+0.00321172512442j) (0.00923830709777+0.0223220452577j) (-0.0163110665467+0.0033802780553j) (0.00402463822674-0.0240545445855j) (0.00587457050565+0.00329065498798j) (0.00546457933176+0.0236250293686j) (0.00975879373178+0.0269401671931j) (0.00837730922527-0.0163578532941j) (0.00763945623285-0.0071177365476j) (0.0213994663321-0.00244533160588j) (0.0161790605287+0.000480923663497j) (0.00878978723285+0.00235989204453j) (0.0157899437131-0.00328216237124j) (0.00297550987095-0.0273962356726j)
(0.00880070528499-0.0357645612787j) (0.0128195194639+0.0179452522341j) (0.0193254183292+0.00212941623419j) (-0.000726887143208+0.0215200182195j) (0.0141540389443-0.00304685832906j) (0.0175304839933-0.00940522150359j) (0.0214363309464-0.00410299415716j) (0.000196741751014+0.00818409463014j) (-0.0044373215263+0.00225067191982j) (-0.011955037897-0.015128395766j) (0.0193322539003+0.0128052061263j) (0.0145207799795+0.0191863029363j) (0.0237558749709+0.0172991651677j) (-0.0253942421988-0.0263776410863j) (0.0047695673041-0.0187320758924j) (0.019824418424+0.00967245699182j) (0.0454472098285+0.0244395446684j) (0.0329950829662+0.00408369211446j) (-0.00691785711225-0.0195162017373j) (-0.0216134654917-0.0389069947367j)
(0.016909587043-0.0202346673654j) (0.0135915721816-0.0125567533107j) (0.0175373430509+0.000739879650703j) (0.0035084044354+0.0331829527029j) (-0.00467742983815+0.0119414468704j) (0.00902920512155-0.0135290663236j) (0.0199434583189-0.00887956772468j) (0.0413541119506-0.00391004029135j) (0.00599401707104+0.0020192172463j) (-0.0170893798294-0.0116213950138j) (-0.0074956409765-0.000395070383654j) (0.0285594100738+0.0207053807909j) (0.0626218755982-0.00931066946107j) (0.00194947870772-0.00745036500305j) (-0.0403179921664+0.0135473157138j) (-0.0210709592331+0.0217048133221j) (0.0421605290637-0.0121433575978j) (0.0678609746241-0.025099690202j) (-0.0167531610426+0.0045620108216j) (-0.0575481845085+0.0140524176136j)
