(-0.00233758713911+0j) (-0.00372276661379+0j) (-0.000279788345642+0j) (0.00493313191902+0j) (-0.00268041442962+0j) (-0.00266043948858+0j) (-0.00189147702748+0j) (-0.00363783161038+0j) (-0.00377731027188+0j) (0.00332512518519+0j) (0.00504445330641+0j) (0.00507914027738+0j) (-0.00350787066682+0j) (-4.26152142232e-05+0j) (0.00160511649392+0j) (-0.00679344531575+0j) (-0.00719808487728+0j) (0.0033178936095+0j) (-0.00471480397703+0j) (-0.00359567604014+0j)
(-0.198568937983+0.0603638686993j) (-0.116122731291+0.0591821500596j) (0.10899224847-0.000157146294825j) (0.207028009098-0.05241188735j) (0.0624473047119-0.0245299452149j) (-0.144321469109+0.027806559319j) (-0.140839138925+0.0355907668976j) (0.058343411131-0.0052441256857j) (0.191598560119-0.0592249217085j) (0.106734104541-0.0356456792788j) (-0.111550460208+0.0376982453831j) (-0.146117683097+0.0536971419373j) (-0.00401818968688+0.0124538995293j) (0.174107606972-0.0592004654669j) (0.119479554968-0.0511208832754j) (-0.0417174336224+0.0130455562938j) (-0.151266237702+0.0894111951446j) (-0.0507162032293+0.0452932410904j) (0.13307748859-0.0665299270477j) (0.16502275927-0.0799235174063j)
(-0.117148613335+0.0483162644406j) (-0.0605161037356+0.0540901044772j) (0.0616132431325+0.0116539279322j) (0.126779172809-0.0490693607333j) (0.0504317748214-0.0381460527687j) (-0.08036788496+0.0304882223529j) (-0.0725998359094+0.0382853786176j) (0.070461516417-0.00662118978383j) (0.126179496487-0.0675305821025j) (0.0373048917703-0.0277355250037j) (-0.0809140327393+0.0494238455083j) (-0.0401813113198+0.0679019560736j) (0.0569581729185+0.0267899056315j) (0.130344370737-0.0468814789817j) (0.0347713929809-0.0434203877591j) (-0.0578657492362-0.0165296569839j) (-0.060759241982+0.034301679004j) (0.00958058059345+0.0332732231872j) (0.10122763629-0.0269954137879j) (0.101458546219-0.0467659013451j)
(0.00666985266495+0.0189947682783j) (0.0247943012021+0.0170231871062j) (0.00663323222954-0.000878110445392j) (-0.00374702406197-0.024113813475j) (0.026150409484-0.018187062827j) (0.0110166239696+0.0147794530844j) (0.00488140490857+0.0394427262065j) (0.0233880039446-0.00672027159353j) (0.0250690038587-0.0322845411992j) (0.00394670563483-0.00116844818344j) (-0.00869601436002+0.0394833613213j) (0.0283489624165+0.0169211311628j) (0.0341239315478+0.00946681985329j) (0.0319249992678-0.0171087985345j) (-0.00830802602471-0.00623979086731j) (-0.0327618454557+0.00209165607257j) (0.00683459237051-0.0276481678243j) (0.0261581120491-0.00741037621601j) (0.0379117736008+0.00452634024671j) (0.039340155152+0.0229634799421j)
(-0.024394103209-0.0612941185804j) (-0.0138784724805-0.0347147570379j) (0.0297881063668+0.0221755947785j) (0.0272284066776+0.0550325470694j) (0.0257151749727-0.000682355970712j) (-0.0227837221019-0.0431530530823j) (-0.0227313644509-0.026025068112j) (0.0215114724624+0.00840291987869j) (0.0498400988736+0.0311463758714j) (0.0175271298054+0.044063801578j) (-0.0254630016342-0.00656007786711j) (-0.0189394276364-0.0674811897571j) (0.0111973178183-0.0183990995697j) (0.0438783015426+0.0480494416074j) (0.0430369239045+0.0520672244057j) (-0.0074723360343-0.0133709092051j) (-0.0377512173181-0.0690408515945j) (-0.0158188610255-0.0335675601557j) (0.0400946167294+0.0469642216375j) (0.0745270052869+0.0725591505984j)
(-0.0420176384369-0.0341252270001j) (-0.0447065776997-0.00453437310223j) (0.0478440890241+0.0177107624103j) (0.0799366464076+0.0164096354408j) (0.024172158805-0.0107605690639j) (-0.0609235228784-0.0156732972144j) (-0.0471351191049-0.0337238918199j) (0.057109896536+0.00406007302998j) (0.0694192559873+0.0242089301956j) (-0.00147950653803+0.0108942508346j) (-0.0513327826947-0.0290296290976j) (-0.00805151562684-0.0108270869368j) (0.0300364678097+0.0106225280037j) (0.058594539442+0.0354257944249j) (0.0207887537893+0.0050472783086j) (-0.0126957635144-0.0192438926919j) (-0.0226656266486-0.0192548498103j) (-0.0040157937351+0.00087233741526j) (0.0410849001203+0.0254708704027j) (0.0414741115051+0.022116227589j)
(0.0133620639479-0.0177568827944j) (-0.00532560797428-0.0293878655576j) (0.00350311136998+0.0184698872297j) (0.0265258335109+0.0205036553179j) (0.0314946950098+0.000867763338912j) (-0.0106014430911-0.0104923278506j) (-0.028211632972-0.0150386055865j) (0.0191458770823-0.00175530135625j) (0.037781561152+0.0132402507015j) (0.0270209781341+0.0185353248892j) (-0.0171927371148-0.0195698804199j) (-0.000616371990591-0.00750240673823j) (-0.000503513097266-0.00736792127935j) (0.0548570875235+0.0191703316149j) (0.0238215676129-0.000352399876737j) (0.00294324901772-0.0182959852091j) (-0.0242110953803-0.0294568359771j) (0.00407101208542+0.0212278431448j) (0.0429404454082+0.0310667137675j) (0.0471605273848+0.0191720869396j)
(0.0261550896992-0.0544566721981j) (0.0234007301798-0.0338697565166j) (0.01628212453+0.0491254303132j) (-0.00395036803092+0.0533808119194j) (0.00185706338701-0.0100985351866j) (0.0205328374164-0.047584632731j) (0.0181076457192-0.0126373004635j) (-0.0010728068379+0.0134042803551j) (-0.0106134168146+0.0220640828477j) (0.0173910860882+0.0245956988165j) (0.0189215230119-0.0152559172229j) (0.0399895692926+0.000250230282216j) (0.00419158389083-0.0293898958252j) (0.00151496732172+0.01129064612j) (-0.00421904671935+0.0144681840176j) (0.0127426718638-0.004057411892j) (0.0150944285432-0.0380215537908j) (0.0238662962773-0.0139938683635j) (-0.00035822653323+0.024355538513j) (0.00592515249946+0.0509314776366j)
(0.00441813501853-0.0230531849624j) (0.00641076046971-0.000558259478997j) (0.0281166725206+0.0246480201671j) (0.0272442774406-0.00738177302423j) (0.0141121796922-0.0162101029497j) (-0.00642611921224-0.0193180720287j) (-0.00671494354014-0.000701981054527j) (0.00777925971876+0.017087579771j) (0.0295019587628+0.0122476418693j) (0.0409972701128-0.00265916057593j) (-0.0213211690404-0.00885307369905j) (-0.00237052086225+0.0317900133372j) (-0.003101758755+0.00834465262773j) (0.0573873686586-0.0208436600718j) (0.0197547059385-0.0259139182591j) (-0.00837551466505+0.00387458840562j) (-0.00704231734589+0.0312279631334j) (0.0139547884032+0.0100097100162j) (0.012587385367-0.0201440560159j) (0.0108402227715-0.00266913832126j)
(0.00664386865832+0.0222562052351j) (-0.00963773553873+0.000418406400802j) (0.0155698161328-0.00945547603285j) (0.0326157697759-0.0291685532886j) (0.00971231494056-0.00189200015939j) (-0.0326595295562+0.0160290883272j) (0.00509412982134-0.00357446861227j) (0.0463812317293-0.0179610260111j) (0.034397515482-0.0013523727755j) (0.0077066870126+0.0345131402948j) (-0.0236177134973+0.000500949132525j) (0.00726272108509-0.00475321430863j) (0.0221860748529-0.00589954175265j) (0.0515318856147-0.00399332300033j) (0.0106100353788+0.0146059352769j) (-0.0244657826004+0.00573270353952j) (0.00400602848159-0.0159791765696j) (0.0252367493823-0.0104886994659j) (0.0178477222055+0.0128144213731j) (0.00886078978675+0.00697753681623j)
(0.0449540259615-0.012233367546j) (0.0233160556188-0.0164792118496j) (-0.0294354231745-0.00275718140375j) (-0.0249618416507+0.00757592609059j) (-0.00452740215208+0.00822931754632j) (0.0050051392473+0.00429555237694j) (0.0359675489671-0.00739889148277j) (0.0188892871724-0.0227482815115j) (-0.00626194702547+0.0104273678254j) (-0.0145377782981+0.0370358649808j) (0.0159064795403+0.0111199018281j) (0.0316454563123-0.0300610667192j) (0.0233350315015-0.0278384254099j) (-0.00414136418923+0.0174996323391j) (-0.0121946725182+0.0508142943684j) (0.0102073977423+0.00976036933127j) (0.0278568230026-0.0397975506388j) (0.014587015483-0.0385205428251j) (-0.00774732377839+0.0125262805128j) (-0.0141268492302+0.0406925324631j)
(0.0118618994698-0.0126739629794j) (0.013817737267-0.011434273948j) (-0.0248284822641-0.00696805680618j) (0.00840598020604+0.0142610983031j) (0.0161219117032-0.000722327277655j) (-0.0135487225957-0.00521187838403j) (0.00331071037607-0.000232458907994j) (0.0196455979485-0.00955499716806j) (0.0280458044536+0.0287574267055j) (0.00985609184707+0.0134597260419j) (-0.00306034430225-0.0021558641133j) (-0.0026755956071-0.0402019916005j) (0.0261679529491-0.0183071401426j) (0.0422841181643+0.0261235440511j) (0.0162465341962+0.0289662112j) (-0.0111619765526-0.00607639773546j) (-0.000407309319508-0.0228915780656j) (0.0108535604805-0.00827575089512j) (0.018841856943+0.00890034682415j) (0.0123002676289+0.027944941789j)
(-0.0479089160756-0.0301564843632j) (-0.0304971425026-0.0224364479502j) (0.0296180046019+0.0250012430781j) (0.074442230743+0.0212957328313j) (0.0171087563119-0.0222020269177j) (-0.0470462683838-0.0242717699768j) (-0.011827985993-0.008227235336j) (0.0379801815008+0.0192382902307j) (0.0702532064585+0.037834305155j) (-0.00277036284437-0.0163271362629j) (-0.0494245905089-0.0343032424221j) (0.00324332930028-0.0287445206436j) (0.0446830404499+0.0283002185332j) (0.0659665986387+0.0231711384437j) (0.0128628488713-0.00519430465172j) (-0.0146023609824-0.0213010491626j) (0.00215904932742+0.0052132991831j) (0.0210221960144+0.0287690739905j) (0.0257385540988+0.011987227582j) (0.0188685438785-0.0111325426214j)
(-0.0238491882673-0.030630141184j) (-0.0041372039137-0.0170041624455j) (0.0180744435109+0.019450058199j) (0.0581778733013+0.0174509444125j) (-0.00118269365729+0.00319936639029j) (-0.0411852199524-0.00345780116464j) (0.0123682222723-0.00168667939453j) (0.0395956751128-0.00618694103226j) (0.0268929201769+0.00643793935799j) (-0.0271362264165-0.00769663003168j) (-0.0230049386749-0.00534258415161j) (0.0306864686872-0.00371226678789j) (0.0437483619723+0.0128108625472j) (0.00900988765599-0.00543484809503j) (-0.0343155202864-0.0137986588277j) (-0.0139478119306-0.00182256133391j) (0.0331983960343+0.0247033398585j) (0.0389330490575+0.0349412139115j) (-0.00247918606928-0.00883218493536j) (-0.0321067515496-0.0343574585399j)
(-0.0117529858994-0.0560406197668j) (0.0106145967176-0.00601959417913j) (0.022458929692+0.041659823471j) (0.0355993140769+0.0336486251649j) (-0.0254573167174-0.028393882601j) (-0.030511430222-0.0324955731983j) (0.0126826186254+0.026531914129j) (0.0433033571199+0.0341764079765j) (0.0172610013502+0.000783260489391j) (-0.035726736299-0.0577595249384j) (-0.0215613460963-0.0198650225656j) (0.0297996423655+0.0485461194853j) (0.038357416762+0.0383235270171j) (-0.00189407100088-0.0278939553937j) (-0.0338287660545-0.0492891862517j) (-0.00543347429312-0.00886425891906j) (0.0409441073088+0.0420630760336j) (0.0378586067434+0.0391109130044j) (-0.00947785799562-0.0272061856677j) (-0.0250329612085-0.0584096721532j)
(0.00482841825028-0.036379808385j) (0.000787750890026-0.0122548203809j) (0.0148074604463+0.0403006691416j) (0.0172894890699+0.035195604524j) (0.00241271207954-0.0282509338606j) (-0.01258944218-0.0457990469371j) (0.00036741924754+0.00598349135665j) (0.016221778201+0.0418473723723j) (0.0252599803015+0.0182432123004j) (-0.00859060763831-0.0419768149733j) (-0.00574079593542-0.0312031063427j) (0.0125893299419+0.0153602768185j) (0.0180143365948+0.031919144917j) (0.00968314435904+0.00591705273414j) (0.00981914186065-0.03403139708j) (-0.0012755699104-0.0253690685374j) (0.000139235280269+0.0302236152248j) (-0.0038969531928+0.0412765101728j) (0.012026597616-0.0159049685764j) (0.0183314806007-0.0469618639838j)
(0.0238518583759-0.0412844377135j) (0.0167091413978-0.0319392546936j) (0.00140283199506+0.0456771288386j) (0.00136362210581+0.0509761075414j) (0.00634025714114-0.0252109918516j) (0.0203445995947-0.0579056330255j) (0.0301827942966-0.00802802664154j) (-0.00746459641552+0.0374785741303j) (-0.00667308743819+0.0195188856073j) (-0.00482286474173-0.02154180652j) (0.025346410398-0.0378749146999j) (0.0206427523793-0.00184825476114j) (0.00317490120053+0.0303322968004j) (-0.0112608038677+0.0316185081352j) (0.000366896924648-0.0157708500122j) (0.0107635320806-0.0323290983316j) (-0.00084154649924+0.00727372647763j) (-0.0111115660823+0.026753638422j) (-0.00258945798442-0.0010464969831j) (0.0269304199072-0.0165124303284j)
(0.0443487713918-0.0284358939249j) (0.0292079492281-0.0349013386694j) (0.00579447908044+0.0202177852931j) (-0.00117817052509+0.0425828106964j) (0.00594015021566-0.018246105381j) (0.0149181522261-0.0505356835491j) (0.0313428722063-0.0123002718911j) (0.00101393758967+0.0340555511019j) (-0.0105628931962+0.0053180772171j) (-0.00481728035491-0.012942863808j) (0.0131588062394-0.0180877220744j) (0.0279680680079+0.00762072239235j) (0.00989234955508+0.0340284535238j) (0.00252148963759+0.0106265217476j) (0.00906299019115-0.0106417710185j) (-0.0117780261237-0.0254176829451j) (0.0138561754038+0.0166558873375j) (0.0264328355793+0.0428636560292j) (-0.00145082782414-0.0149509716382j) (-0.0171045400014-0.0390504215792j)
(0.0435088841752+0.0592387419122j) (0.0161603765589+0.00854505224137j) (-0.0188473969149-0.0313158639998j) (0.00772818698362-0.018006069796j) (0.0249114804226+0.0134029889702j) (0.0259593433468+0.0249419763223j) (0.00420964224721-0.00098714762616j) (-0.00835671867644-0.0343268369009j) (0.0122121979849-0.0359567997532j) (0.0404933778709+0.0263263734171j) (0.011015550714+0.0308794578472j) (-0.000652847497101-0.00668270357911j) (-0.00554115442076-0.0141568736535j) (0.019797317157+0.0023026151104j) (0.0339747504506+0.00579789112222j) (-0.00648349395132+0.0150436349373j) (-0.00424334765554-0.00110830074371j) (0.0297301460163-0.00343537600206j) (0.0022285949125+0.00348997113362j) (-0.00857044664199-0.0140870419512j)
(0.134952610373+0.0493303872247j) (0.0578233344514+0.00726491849729j) (-0.0913678720033-0.0319698062136j) (-0.0821490745388-0.023757387033j) (0.0530311187656+0.0204293337843j) (0.118591107481+0.028407213433j) (0.0026772796044-0.0200797090781j) (-0.111840993949-0.0351175947519j) (-0.0258254527166-0.000471804201837j) (0.125630040487+0.0339065443357j) (0.0942614437966+0.0014453337577j) (-0.0511652513882-0.023293366307j) (-0.121803952599-0.0201113220332j) (0.0242584828286+0.0309504394981j) (0.133775159103+0.0175419564093j) (0.0368659087048-0.00104753008627j) (-0.0788531473278-0.0109797879492j) (-0.0616399023098-0.00311490863469j) (0.0404008209996+0.0157514489967j) (0.0979543022502-0.00407321690165j)
(0.128544658608-0.0469860975178j) (0.064364796635-0.0261119800923j) (-0.0953375648829+0.0357176636052j) (-0.109979101349+0.0386984165155j) (0.0594941582371-0.0266060429177j) (0.123730425149-0.0503199394247j) (0.0175216785094+0.000514829226966j) (-0.111106334782+0.0556044612951j) (-0.043368045225+0.0259862074596j) (0.102851336661-0.0475129878559j) (0.0959125984673-0.0435448048666j) (-0.0405520220261+0.0185243742128j) (-0.10017319103+0.0573848378914j) (0.0201479448398+0.00605273499274j) (0.116241080932-0.0490005699302j) (0.0394025347061-0.0247374763568j) (-0.0578658750936+0.0430614245146j) (-0.057056470376+0.0392777240525j) (0.0426789492558-0.0148190536287j) (0.0834135605261-0.0611103754556j)
(0.0511626497943+0.0946787717595j) (0.0235686016158+0.0763121536641j) (-0.0402749064603-0.0672325027589j) (-0.0189178802021-0.0703885625531j) (0.0652336833326+0.00622912088679j) (0.0644052553534+0.0844669179745j) (-0.00133232079381+0.00929028473702j) (-0.0660052055766-0.0682833783161j) (-0.0124078489073-0.0532027566073j) (0.0818633564489+0.0531290268211j) (0.0448065407247+0.085703943198j) (-0.01071734355-0.0269223786819j) (-0.0461455318066-0.0973308865006j) (0.0177879665938-0.00680348464852j) (0.0633283844493+0.0787953012533j) (0.0222338131776+0.0459635563613j) (-0.028077930625-0.0690855388844j) (-0.0217118754605-0.0871645667552j) (0.0222772622325+0.039526153673j) (0.0450285066014+0.110967026292j)
(-0.229199111703+0.229845810087j) (-0.108575665244+0.133764936647j) (0.22308780472-0.177923763534j) (0.246958195238-0.186327502778j) (-0.0919363397788+0.0785206728686j) (-0.272525677985+0.230381958555j) (-0.0356822027306-0.0464751224872j) (0.27380874221-0.204561778675j) (0.158454836697-0.0694430030547j) (-0.154057922023+0.185564640723j) (-0.211995317384+0.147030697652j) (0.0951180822494-0.0979311085913j) (0.290509767884-0.21392566536j) (0.00975426638488+0.0163872269357j) (-0.239051754685+0.213696381257j) (-0.110525043978+0.109722176812j) (0.208834962231-0.172788709825j) (0.231459929639-0.202852609823j) (-0.10695729421+0.0778946053904j) (-0.255242409009+0.265249112526j)
(-0.236413739053+0.156541190137j) (-0.107334074515+0.0830757425617j) (0.210094311056-0.11120268877j) (0.230914320953-0.133800898011j) (-0.115920802138+0.0783700096567j) (-0.273068546942+0.129869135426j) (-0.000262052494991-0.033936453124j) (0.290646487283-0.104089596046j) (0.135444152251-0.0416869973758j) (-0.198279666665+0.104718737381j) (-0.206911062444+0.0816258015018j) (0.0975125058397-0.0617737485468j) (0.306547648814-0.125291183155j) (0.0197452749405+0.0171907399066j) (-0.26650484253+0.127553574069j) (-0.150910238692+0.0532057746202j) (0.220863065318-0.113856335083j) (0.269217132101-0.106779761992j) (-0.111787548616+0.0522322313811j) (-0.299164220892+0.151827036545j)
(-0.0132390272655-0.0537172232046j) (0.00726210637627+0.0120044189203j) (0.0262873045177+0.0365678147481j) (0.0318928446581+0.0113473064176j) (-0.0152319316352-0.00913800281302j) (-0.034730669831-0.0511008717917j) (0.0249142974416+0.00214199259839j) (0.0524050286107+0.0667332664904j) (0.0191157077368+0.00755606658752j) (-0.016463598006-0.0407491024607j) (-0.0050737494809-0.0399438812509j) (0.0194005084121+0.0103013176661j) (0.048310478531+0.0673366715323j) (0.0312459698518+0.00237528583792j) (-0.027120771037-0.0560959546774j) (-0.0413601465212-0.0391530747884j) (0.0291621260749+0.0362561589607j) (0.0931312419141+0.0569222941007j) (0.00133495866859-0.0135879281309j) (-0.0507529953263-0.0664987235913j)
(0.0613782403181-0.119031930522j) (0.030246797386-0.0133396308025j) (-0.0209934333232+0.108478309524j) (-0.0304542760727+0.0524968226046j) (0.0397772693403-0.0853839566707j) (0.0385189170173-0.07632294954j) (-0.00473508861754+0.0380282895758j) (-0.00844248694845+0.085202461182j) (-0.00555008337875+0.00143717331902j) (0.0238601717905-0.0817766297307j) (0.0521106517333-0.0361819702491j) (-0.00115951210664+0.0548011344476j) (-0.0161742486731+0.0762281707914j) (0.034177907896-0.0409956257058j) (0.0480999112446-0.0830644129042j) (0.0232438834828-0.0192421427644j) (-0.0390224645965+0.0796506485314j) (0.00330760293539+0.055285847163j) (0.0498809198225-0.0268975971761j) (0.0306212851902-0.0661354170042j)
(0.168488674526-0.0521639940302j) (0.0792364552327-0.00860478763317j) (-0.115005568207+0.0488315295639j) (-0.122865110097+0.00468170776029j) (0.0823143767309-0.0582260693221j) (0.165925707408-0.0114224896697j) (-0.00274086766704+0.0502053150007j) (-0.138293305043+0.0228906499353j) (-0.0518798981995-0.0370806482154j) (0.136278153769-0.0550099543687j) (0.143758316079+0.00329237808182j) (-0.0792731726138+0.0633182060186j) (-0.132970437028-0.00291032132282j) (0.0365505501234-0.0488394913728j) (0.16262113295+0.00754510476928j) (0.0799441263984+0.0192682706925j) (-0.136753167729+0.0176898530948j) (-0.117964915933-0.00431177555572j) (0.0911646367042+0.0236064765366j) (0.150911727176+0.0131334918022j)
(0.0852651027384-0.0462145880818j) (0.0497260286693-0.0109931384599j) (-0.0523157610928+0.0493274331223j) (-0.0667691452458+0.0200174545986j) (0.0385377732971-0.0392095744765j) (0.100990580972-0.0346841133864j) (0.00723909458404+0.0312354380224j) (-0.0861574725479+0.0597065605211j) (-0.0365167910167-0.00978339859953j) (0.0818759192825-0.0768862760754j) (0.0857870545343-0.0351214501831j) (-0.0381737091488+0.069388033675j) (-0.0668453856123+0.0358371897034j) (0.000411449565894-0.0396336745376j) (0.0897638280521-0.0316717303046j) (0.0632855397043+0.0229853477884j) (-0.0522896199602+0.0318625174149j) (-0.0625357637984+0.0114851989296j) (0.0279963251182-0.0203328853508j) (0.082850618208-0.0216324648859j)
(0.0754726144062-0.00780082883117j) (0.0389731863097-0.000356567196271j) (-0.03372294266+0.00817497559892j) (-0.0449524190258+0.0045481900754j) (0.0339175660179+0.00514085675124j) (0.0654680766002-0.0222442323947j) (-0.00269779456878-0.000176579020012j) (-0.0802332001079+0.0257354318739j) (-0.0106874489911-0.00608547465914j) (0.0749121446334-0.0230172901366j) (0.0512197360589-0.0147959109701j) (-0.038506649565+0.0192005579173j) (-0.0573526607147+0.0169736959227j) (0.0194796349299-0.00675279569639j) (0.0874437274015-0.0114291259833j) (0.0299030226116+0.0224169359531j) (-0.0324855095663-0.00336997505788j) (-0.0358760336038-0.00429680373774j) (0.045531359436-0.0119956978451j) (0.0638594014378+0.0257060812361j)
(0.0566150637916+4.49059483921e-06j) (0.0293253341709+0.00809470617567j) (-0.00583397550949-0.00327161052717j) (-0.00884304096489-0.00965826728552j) (0.00411524678512+0.0263485022732j) (0.0467854449345-0.00552803586698j) (0.0182466243505+0.00054633376764j) (-0.0506022889738+0.000748881708859j) (0.00227224990617-0.0247420981149j) (0.0673345342302+0.00915175817319j) (0.0489914515895+0.00786271922209j) (-0.0165676136132-0.0127754141942j) (-0.0575682861801-0.0067533369549j) (0.0189718686178+0.0157599487463j) (0.0913852121073+0.010059332516j) (0.0171498593404+0.0123425873614j) (-0.0525223302944-0.0196297949652j) (-0.0199477230271-0.0149397105398j) (0.0812925712968+0.0229940428662j) (0.0706322858484+0.0321849312734j)
(0.00355844204592+0.0756316605279j) (-0.010235803345+0.035811337891j) (0.0272562048972-0.0553167168301j) (0.0436364162692-0.0735296026126j) (0.0119919684653+0.0299002974069j) (-0.0219688734034+0.0731052077471j) (0.00330774458688+0.0155078162835j) (0.0496104916011-0.0718878248635j) (0.0534346667191-0.0663915626525j) (-0.039589430167+0.0724707822503j) (-0.0231026217444+0.0730145794185j) (0.0123319223958-0.0537585268441j) (0.0496849798223-0.0685670243907j) (0.0130571426707+0.00653822098716j) (-0.00552497043351+0.0482022805145j) (-0.00912144028399+0.0350798609123j) (0.0317163152698-0.0552475033837j) (0.0361155316499-0.0469334391886j) (0.0174290744066+0.0463326418475j) (0.0252213934771+0.0528484451258j)
(-0.0518840778162+0.0501600586276j) (-0.0151105454536+0.0244041644205j) (0.0494547254008-0.0372212622271j) (0.0531997093185-0.0484422681588j) (-0.0128996377723+0.0124498552918j) (-0.0532129196401+0.053515004473j) (0.0299932712859-0.00443028860089j) (0.060561330049-0.0421280528866j) (0.0368889213445-0.00568523796484j) (-0.0433156099979+0.0348813645291j) (-0.0310690684071+0.0162202506393j) (0.0194772165137-0.0363125486522j) (0.0495111614047-0.0183768697165j) (0.00379514223226+0.00503410815149j) (-0.0234429902427+0.0281704463771j) (0.00741899131003+0.0186226498192j) (0.0300266770746-0.0271493050284j) (0.00391420946255-0.0388212147179j) (0.00198894070422+0.0220823924682j) (0.00899663019288+0.0471401171499j)
(-0.0192259661299+0.011868343001j) (0.00771983840631+0.00846881057789j) (0.0257211257566-0.0110761872198j) (0.0160423100858-0.0401259449909j) (0.0068031534869+0.000541715359286j) (-0.0237635658482+0.0457060294073j) (0.021054780758+0.0156121133257j) (0.0170751763041-0.0478470176971j) (0.0216942718589-0.00800224006345j) (-0.0201911221852+0.0378663146336j) (0.00763653596365+0.0265849574192j) (0.0220735600856-0.0475315897771j) (0.0229010286307-0.0335006590443j) (-0.00312664254212+0.0329429105702j) (-0.00431204957937+0.028936994281j) (0.00516590908322-0.00238605831896j) (0.0346603039939-0.0253397751303j) (0.0117771993993-0.019144502674j) (0.0113565072204+0.0291365469862j) (0.000312424204819+0.0313523851382j)
(0.0299161419602-0.0335066984115j) (0.0177709264967-0.00622156429203j) (0.0030317619925+0.014792902571j) (-0.00325020852707+0.00301475009323j) (0.0257348495056-0.0217180138394j) (0.00751000802356+0.00653224293737j) (-0.000466306731813+0.0161667642487j) (-0.0176257526975-0.0262695640857j) (0.00913849977554+0.016753546087j) (0.00891540285051+0.0250837255047j) (0.0303995936923+0.00815602832638j) (0.00796819213878-0.0185935692237j) (0.0114823420681-0.0212079039508j) (0.0183469884477+0.0326408895502j) (0.00251056607584+0.00020532534541j) (0.000827175592799-0.0046338390291j) (0.0233433942763-0.0200632502058j) (0.0241529044843+0.00582932758506j) (0.0158192421869+0.0166936064225j) (0.0212322412072-0.015646652063j)
(0.0628024302307-0.0341133304724j) (0.037120133108+0.011799291327j) (-0.00779165080075+0.00205417266096j) (-0.0384194711524-0.0196854236937j) (0.0400478680007+0.00779144307894j) (0.0554967569033+0.0310211907358j) (-0.0107823934129+0.0230177392028j) (-0.0455737599757-0.0448335117532j) (-0.000958457524718-0.00601630235195j) (0.0342260303756+0.0349533137639j) (0.0475696052531+0.030016284591j) (-0.0174401243623-0.0333052958738j) (-0.0167333134123-0.0416834626578j) (0.0301479757886+0.0293004623593j) (0.0235661504922+0.0202299400025j) (0.00930936276824+0.000874815835455j) (-0.0236611757529-0.0464811927512j) (-0.00338438197378+0.00206918427691j) (0.0261998224493+0.0233947599106j) (0.0494285014084+0.0111219823063j)
(0.0566892695695-0.020098125361j) (0.0453827008612+0.00939634083511j) (-0.0280274420469+0.0100109486903j) (-0.0436966197947-0.0118168887967j) (0.0306657700026-0.00302595733298j) (0.0776840795329-0.0113456616041j) (-0.00165806801582+0.0223111662836j) (-0.0671394022033+0.0294684568062j) (-0.0229385520006-0.0106588184977j) (0.0580170114279-0.0203712812061j) (0.0600375173306-0.000300708549734j) (-0.0139379455222-0.00325386680426j) (-0.0461275783484+0.0137746017829j) (0.0160860236572+0.00877732290393j) (0.0706908641185-0.0110282914632j) (0.00818552911761-0.0057915254102j) (-0.0475386703997-0.00752165023934j) (-0.0217476432749+0.0150686891243j) (0.0333069094067-0.0181619316291j) (0.041005189322-0.0103958362528j)
(0.0440295620803+0.0708287767318j) (0.0388259411188+0.024990786258j) (-0.00989493093381-0.0394977138584j) (-0.0223224792033-0.0490480557033j) (0.00299572361856+0.0226919800422j) (0.0656859417165+0.0424496369254j) (0.00940170568414+0.0135600667396j) (-0.0564116747681-0.0443301379963j) (-0.0138279023539-0.00338150605449j) (0.0462202838073+0.0328083112784j) (0.0702588963052+0.0304150907178j) (0.00344711939853-0.0278322067555j) (-0.0439128666052-0.0244579906134j) (0.00617133576731+0.00947032960874j) (0.0578095723193+0.0175228144259j) (0.0220811328862+0.00127818840639j) (-0.0165388001407-0.00907448216301j) (-0.0172062096984+0.00294050329814j) (0.0426941209775-0.00518793921493j) (0.0398244861491-0.0240838802109j)
(0.0591368499633+0.0599804429453j) (0.0244610172135+0.0213725250982j) (-0.0123856180257-0.0333381154108j) (-0.0228617589802-0.0461771905372j) (0.0186911600152+0.0213162561943j) (0.0675438091025+0.0375063110376j) (0.00567459874842+0.0196226244363j) (-0.0314607297482-0.0434380534035j) (0.0114556878589+0.00108327488503j) (0.0238529434738+0.0307381602342j) (0.0313347003824+0.0328827193986j) (0.0159812609911-0.0160850911469j) (-0.0132964799762-0.0461317833887j) (-0.0266727905953-0.00775564459526j) (0.0314243472948-0.00403537815963j) (0.0340026554252-0.00643693797662j) (0.0213843145889+0.0168884812979j) (-0.00585709385128+0.0288019172088j) (0.0349619618552+0.0056560023009j) (0.0489553263378-0.0452306123408j)
