(-0.00233758713911+0j) (-0.00372276661379+0j) (-0.000279788345642+0j) (0.00493313191902+0j) (-0.00268041442962+0j) (-0.00266043948858+0j) (-0.00189147702748+0j) (-0.00363783161038+0j) (-0.00377731027188+0j) (0.00332512518519+0j) (0.00504445330641+0j) (0.00507914027738+0j) (-0.00350787066682+0j) (-4.26152142232e-05+0j) (0.00160511649392+0j) (-0.00679344531575+0j) (-0.00719808487728+0j) (0.0033178936095+0j) (-0.00471480397703+0j) (-0.00359567604014+0j)
(0.0098710644047+0.0483615872604j) (0.0207080979351+0.0113597446649j) (0.00278050582548-0.0554712349682j) (0.00234703527493-0.00857903665734j) (0.00744820705926+0.0575824024887j) (0.0061877959653+0.0208178174987j) (0.0243128558254-0.0377711643104j) (0.0156118952298-0.0358317499554j) (-0.00575267973415+0.036093525884j) (-0.00647008456143+0.0323849076708j) (0.0219942907949-0.045949552431j) (0.018556391104-0.0417936517441j) (0.0159566574459+0.0102489282783j) (-0.0142268774493+0.0363944113468j) (-0.00914648661315-0.0319040564672j) (0.0115030264901-0.0413173850164j) (0.0107423435089+0.0363166947991j) (0.0074131214627+0.0629992362516j) (0.0116835124042-0.00964739445743j) (0.0324946859058-0.0602392162885j)
(0.0692217398364+0.0473093272358j) (0.0423443027637+0.0261242860911j) (-0.0514751166214-0.0597858456135j) (-0.0240532817779-0.0248971812975j) (0.059539918328+0.0244077113071j) (0.0611360443516+0.0315030046053j) (-0.0312554863989+0.00859447735256j) (-0.0543101551593-0.0143794408389j) (0.0272049323213+0.00387499659232j) (0.0788022043063+0.00816729068397j) (0.0138652035378-0.032068779628j) (-0.0388186938694-0.0106697958935j) (-0.00493151080062+0.0160553107485j) (0.0777000892265+0.0210232658084j) (0.0081295178577-0.0289358533923j) (-0.0482484857876-0.00239097810762j) (-0.0140364139048+0.0268038746528j) (0.0383053162306-0.000530885991959j) (0.0373303548515+0.0115054046391j) (0.0101789454882-0.0154434254735j)
(0.0066439796278-0.00326884958637j) (0.017281282573+0.028544001269j) (0.0176687903632-0.0212800665842j) (0.0127288362924-0.0154576557239j) (0.0079529538524-0.0240569100589j) (0.0145530151157+0.0212336498155j) (0.00867427582439+0.0307545088333j) (-0.0197955593072+0.00327112775471j) (-0.00308529830746-0.0192501802781j) (0.0561736797635-0.00543366931721j) (0.0156517334507+0.0168530601054j) (-0.0164128258081+0.0332802084687j) (-0.0192948907516-0.0293489964312j) (0.0226481780593-0.0395432991372j) (0.0437512569956+0.0203724289319j) (-0.00307130619271+0.0393129621793j) (-0.0136755281196-0.00864766205502j) (0.00748684671174-0.0514373180372j) (0.00228206244276+0.0227441119119j) (0.0302245150407+0.0491112568826j)
(-0.0719787911741+0.0019732437752j) (0.00751017064826+0.0151892682439j) (0.0891710162366-0.00530253156291j) (0.0226194472488+0.00674166024789j) (-0.0520076377648+0.00142801624758j) (-0.0152511535953-0.000948529710928j) (0.0705095956783-0.0142954063479j) (0.0123062511334+0.00190570311513j) (-0.0657795168759+0.0129136009716j) (0.00677752794646+0.0198447745357j) (0.0627880810093-0.00823150507772j) (0.0285888096694+0.00700341996662j) (-0.0510509592259-0.00766203145361j) (-0.0326613709987-0.00355764039107j) (0.0706539694053+0.00810850034567j) (0.0471835735261+0.0118565159373j) (-0.0348458550417-0.0100627049913j) (-0.0575748917199-0.0349217082409j) (0.00839107692456+0.0133996111426j) (0.0901958652274+0.0131965709905j)
(-0.0387560226584+0.00530066978605j) (0.0109776461674+0.00983812096393j) (0.0465423080188-0.0277492974612j) (0.0115019110562-0.00371177132131j) (-0.010279838309+0.0136915634203j) (-0.0223793241191+0.0219646876392j) (0.0376680634495-0.00200823656839j) (0.0367632078423-0.023377045254j) (-0.0113767037267+0.0132625171993j) (-0.0332119092156+0.0393780443913j) (0.0239166261866-0.027351207472j) (0.0504887720696-0.0194038058367j) (-0.0153605201051+0.0209723530677j) (-0.0230802517883+0.0104107842177j) (0.037870252234-0.0100783424261j) (0.0238117169775-0.00239859192897j) (-0.0265869778741-0.0115215442948j) (-0.0183555506759-0.00134412552969j) (0.0279095200195+0.0157220065561j) (0.0504132252137-0.0221195076908j)
(0.00401826567326+0.0528055039038j) (0.00932385446458+0.0361683521056j) (-0.00234512572911-0.0683771907933j) (0.00525353731568-0.0479563365707j) (0.0309402564188+0.0479771462897j) (0.0170138519021+0.0653928617936j) (-0.0138076711429-0.0275531698127j) (-0.0212635130605-0.0547317131671j) (0.0328036654986+0.0130497834931j) (0.0211637036716+0.0585381009762j) (0.00932538083009-0.0286395449691j) (0.00368658510037-0.0581409252145j) (0.000354642783372+0.0162298888055j) (0.0072072137818+0.031355172334j) (0.0178236852757+0.0109878331346j) (0.00750608521346-0.0205708000564j) (-0.00657866736847-0.020878287054j) (-0.00193595257711+0.0232006434836j) (0.0125095602694+0.0218821850722j) (0.0299713988023-0.0162705778424j)
(-0.030203449159+0.123542441496j) (0.00369294860075+0.0666080689685j) (0.0526863995298-0.119781751808j) (0.0381292118394-0.101021282081j) (-0.0219817204346+0.105120646483j) (-0.00565664478734+0.108859435946j) (0.0438963085202-0.0801037114217j) (0.00725985805015-0.0998465227179j) (-0.0455793984074+0.0614365813965j) (-0.00434380812795+0.0870825964347j) (0.0667994322564-0.0533670248959j) (0.0465119573203-0.0979668937016j) (-0.0218337320254+0.0529181097647j) (-0.0613824520859+0.0850687415307j) (0.0538903352058-0.0182174315952j) (0.085639953884-0.0930145923053j) (-0.0332792459705+0.0174730961222j) (-0.0694282243026+0.0814372459218j) (0.0349892343845+0.003251700329j) (0.090611528681-0.0903134436549j)
(-0.00368050641317-0.037792676231j) (0.00717194419968+0.0166300231045j) (0.0209114152966+0.0467703623775j) (0.0148970038087-0.0316775051466j) (0.00198828362989-0.0532016172591j) (0.00306400724875+0.0203211206574j) (0.0097891107686+0.0479717975364j) (0.00161471773114+0.0079261946883j) (0.0004033056386-0.0470006931317j) (0.00493647464185-0.0326379002808j) (0.0449432228655+0.0683447702055j) (0.0202225418921+0.0413184475423j) (0.00824427585403-0.0432705592991j) (-0.0163564669576-0.0522775155961j) (0.0274637703607+0.0399658161498j) (0.00461335148202+0.0298883860151j) (0.0108835360977-0.00928426024952j) (0.0129683497732-0.0679875602862j) (-0.000176014921276+0.00874844945535j) (0.00438545519125+0.058812770707j)
(-0.0378272839347-0.0993751862737j) (0.00700803971514-0.00381427166885j) (0.0398996644618+0.124937584351j) (0.021455983618+0.0186949440533j) (-0.0244312574192-0.106766079568j) (0.0265367886742-0.0174055070598j) (0.0329903908919+0.0883739867545j) (-0.0222191296827+0.0329155902114j) (0.0102611919742-0.0893688052511j) (0.0226326058183-0.0510519865898j) (0.0546141637482+0.0755542326848j) (-0.000662672769429+0.0804248334672j) (-0.0186513175454-0.0702247839252j) (0.0396764001512-0.105332564035j) (0.030769659588+0.0634014331861j) (-0.0355876235428+0.0886013380319j) (0.0115271570733-0.0414798376213j) (0.0453137839621-0.136556823611j) (0.0221447166628+0.0370783677125j) (-0.0193745692204+0.110673069181j)
(-0.0395500431964+0.155949531734j) (-0.013022887622+0.0216244618885j) (0.0831219130711-0.145621904149j) (0.0297997639672-0.0338413843981j) (-0.07965180065+0.119958465322j) (0.00483908570469+0.0685517391192j) (0.0912686881773-0.138874305077j) (0.019591909662-0.0693539346468j) (-0.044564631714+0.124025166145j) (-0.0376938758336+0.0852259647058j) (0.0609731423982-0.115035883274j) (0.0590548148328-0.105596462621j) (-0.0522049405076+0.0849546423496j) (-0.029686805643+0.108426169771j) (0.0389906381073-0.0443707975447j) (0.0431019931912-0.123234375894j) (-0.0041473967287+0.0353506598843j) (-0.0364194330952+0.120480554911j) (0.0157772875427-0.0107959529804j) (0.0611308399377-0.129932073911j)
(-0.0570679370049+0.0648077317985j) (-0.0200719042529+0.0275311679794j) (0.0988720383367-0.0898731746851j) (0.0327336830694-0.0428423663879j) (-0.0883305525898+0.0564007652639j) (-0.0248898929988+0.0481327132856j) (0.110353858063-0.0702075204017j) (0.0450767037817-0.0433969045446j) (-0.0742102432114+0.0695359113916j) (-0.0519544745604+0.0571015010014j) (0.0897825871721-0.0621123429123j) (0.0936357505386-0.0766314293867j) (-0.0804646061907+0.0614971543141j) (-0.0630351381378+0.0797857064322j) (0.0717584791327-0.0580183530343j) (0.0848568457234-0.0775495254777j) (-0.0306201135492+0.0548286664093j) (-0.073931396765+0.0811361039479j) (0.0358580354863-0.0121210267199j) (0.100303199014-0.0748216181261j)
(0.0109539662312-0.012741511579j) (-0.00267431178728+0.0308254517542j) (-0.000892874631818-0.0146347973281j) (0.0209500772183-0.0411912575242j) (0.025656688466-0.000116136994141j) (-0.00578004092487+0.0516390606688j) (0.0103828402673-0.00936693834505j) (0.00947931306224-0.0421924024535j) (0.0117630559606+0.00908903586752j) (0.0222068214891+0.0429092442316j) (0.0123706694109-0.0333017653162j) (0.00934044034555-0.038581223544j) (-0.00604807181006+0.0233948698213j) (0.0324602784925+0.0531481706199j) (0.0216010930571-0.0354538020319j) (-0.0337722110631-0.0309067422876j) (-0.012356313947+0.0251112968116j) (0.022178939798+0.0409984995157j) (0.0291042547947-0.0124766685226j) (-0.000582371280029-0.0324848656023j)
(0.0531493381494-0.0293668935985j) (0.00646865999126-0.00210399597352j) (-0.0323643505601+0.0279386752715j) (-0.000618775952509-0.0136888480334j) (0.0452075314186-0.0357008416672j) (0.0255415922879+0.0260823550676j) (-0.010147520697+0.0267472610063j) (-0.0350408343211-0.0118104144718j) (0.0208520433014-0.0179162005057j) (0.0528861071504+0.0118229197207j) (-0.0256603953885+0.00891404260625j) (-0.021860342565+0.00883120081333j) (0.0398632193287-0.0132116645163j) (0.0298560406952-0.00860758798346j) (-0.0178402580768+0.0185333300981j) (-0.0274603669012+0.00582623782711j) (0.0293515801878+0.00591179297533j) (0.0149066467957-0.0341979648558j) (0.0118293065314+0.00775384054686j) (-0.00773595860683+0.0230698113933j)
(0.0429616762349+0.015947676091j) (0.0182216397168-0.000769439049919j) (-0.0113072630311-0.000934377714747j) (-0.0140337266474-0.0345772246592j) (0.0379992405492-0.00600762524235j) (0.0397477431051+0.0542969628171j) (-0.0183803221002+0.0068218487169j) (-0.0338855248591-0.0378038220949j) (0.0222861793316+0.00332971640064j) (0.0512086958116+0.0225745948195j) (-0.00613391472305+0.00396882427417j) (-0.0172933908182-0.0187844934262j) (0.0357183575088-0.00906649386849j) (0.0166952270436+0.019020782047j) (-0.0060040457782+0.0130864707105j) (-0.000555828036388-0.0522818034715j) (0.0165912497608-0.00239533705135j) (0.0338026986853+0.0123275653549j) (0.00221495093883+0.0208030848701j) (-0.0336365982168-0.0187467438374j)
(-0.0666410222386+0.103763861492j) (0.0068189926103+0.0281805904978j) (0.077957483358-0.09483257701j) (0.00443505971357-0.0494121391407j) (-0.0579287408495+0.069331999121j) (-0.00140972890307+0.0585465810909j) (0.0553232527159-0.0544333843341j) (0.0300764232539-0.0648180793069j) (-0.0596529671472+0.0610721369205j) (-0.0285886148722+0.0705333495038j) (0.0699435798787-0.0517626276526j) (0.0562892745255-0.0990724584654j) (-0.0225584079592+0.0320817260356j) (-0.0327841494181+0.100122248659j) (0.0183787918708-0.00649487766369j) (0.050130382406-0.132502194393j) (-0.00932470607152+0.000313719167921j) (-0.0296806568918+0.140588455253j) (0.0172410560684+0.0205699731279j) (0.0552036312296-0.148139416075j)
(-0.0600853576913+0.00852082709254j) (0.00576361639595+0.0100379634478j) (0.086314834498-0.00360991191693j) (-0.00486514106889-0.0203221239121j) (-0.0804064634079+0.0147839327872j) (0.00777821191981+0.0054408322813j) (0.0847232576409-0.00248993458229j) (0.0111199079332-0.0276242197673j) (-0.0632194971533+0.0027568770587j) (-0.0103302213379+0.014783533998j) (0.081837026973+0.0134737810523j) (0.0210355134614-0.0154811270481j) (-0.0224186192344-0.00201202720843j) (0.00786728345079+0.0284794572995j) (0.0147552482245+0.00432751442379j) (0.0273875010773-0.051390297082j) (-0.0244858225286-0.0103321148135j) (-0.0178917515359+0.0449599530725j) (0.0404396537777+0.0135322387983j) (0.0187795602026-0.0472375058442j)
(0.0111060600594-0.00147205169199j) (0.00504449108575+0.00605995171517j) (0.0182208793015+0.0261044413932j) (-0.000594835294745-0.0105661456084j) (-0.00644214443176-0.0132723866051j) (0.0441787815289+0.00593842995654j) (0.00649338448059+0.00769495193095j) (-0.0191593750565-0.0256993882475j) (-0.00931117914005-0.0146518736153j) (0.0360916951739+0.0233615254891j) (0.0541566582397+0.00127899536818j) (-0.0341775614859-0.0189366325444j) (-0.00727390617709+0.0150214153607j) (0.0280667227436+0.0293114862209j) (0.0218758483505-0.0240625088065j) (-3.90020003142e-05-0.0276022664871j) (0.00440370723066+0.00443082965298j) (0.00639159886604+0.02979025072j) (0.035548619525-0.016386370141j) (0.000264068674965-0.0108929094757j)
(0.0250933220857-0.0628154920796j) (-0.00161926130205-0.00470359848214j) (-0.0177067469717+0.0549347447027j) (0.0289724934126+0.0128086717243j) (0.0272066883381-0.0475306238201j) (0.0151179155037+0.00597725940024j) (-0.00897579285596+0.0390708289147j) (0.0343785777898+0.00141180817876j) (0.0211153346011-0.0260065151699j) (-0.0214607192251+0.0140388667301j) (0.0182560541675-7.064430558e-05j) (0.0256570056302-0.0279183362674j) (0.0203127726477-0.0057763421408j) (-0.0508172531172+0.0318325607827j) (0.0332879258287-0.0187952102829j) (0.0690335164381-0.00879553898813j) (0.0182432289225+0.00168176684201j) (-0.0265999802598+0.0237353444421j) (0.0188104856919-0.0206856356239j) (0.0395084955-0.00910671807863j)
(0.0706898340106-0.037461473242j) (0.0120708916747-0.0165583576682j) (-0.0727477320254+0.0329368255939j) (0.00831503450464+0.0351106337736j) (0.0558380629712-0.0370895475909j) (0.0183304970787-0.0085074860735j) (-0.0357037467806+0.0310300446104j) (-0.00203710242589+0.0100329514245j) (0.0615106788954-0.0247851279032j) (0.00288544223915-0.0220587477558j) (-0.0152591759886+0.0319388619493j) (-0.0064427006848+0.00479917794982j) (0.0387539351186-0.0445280782943j) (0.00909153529731+0.00185099749745j) (-0.0103779579852+0.0226541523311j) (6.01152044669e-05+0.0292686822957j) (0.0351282716093-0.0284808821116j) (0.0442130438275-0.0288739485906j) (0.0128849986326+0.016722490201j) (-0.00842076878306+0.0259490375363j)
(-0.0147310167917-0.0211897769876j) (0.0319099660817+0.0215441639849j) (0.0223917610655+0.040769188385j) (-0.00193616436462-0.0251722191919j) (-0.0381631649003-0.0382729089561j) (0.0356666687797+0.0142118976022j) (0.0367401084819+0.0236739573957j) (-0.00236565486897-0.0179582078453j) (-0.0164216876764-0.0193037221335j) (0.037470383106-0.01051640777j) (0.0495422816597+0.0187657921031j) (-0.0139369398739-0.0232247940872j) (-0.0244824042292+0.0145320904993j) (0.0423171783468+0.0366219631723j) (0.0417461660591+0.00168989322871j) (-0.0358013529063-0.00472641058096j) (0.00558385376822-0.0125062515079j) (0.0653032102804+0.00570712358094j) (0.0263897782607-0.0168660992636j) (-0.022180464349+0.0213826402681j)
(0.0261857281986-0.0280298183698j) (0.0171250860609+0.0189678263163j) (0.0167084595443+0.0229780502219j) (0.00982968530098-0.0361806587364j) (-0.0137776499278-0.0119228068176j) (0.0365970600536+0.00737835804759j) (0.00074638641588+0.00314921094658j) (0.00463562492302+0.0186163666061j) (0.00486321136295-0.0069766939496j) (0.0404444661945+0.00503826862476j) (-0.0159475048889-0.0284644855342j) (-0.0282620972357-0.00513182286192j) (0.031338219756+0.0330287365014j) (0.0361406202455-0.00743201457054j) (-0.0160912264098-0.0076783334457j) (0.013887263556+0.0062438946569j) (0.0243224351256+0.023111661097j) (0.0014450746181-0.0278483228475j) (0.0144525438805+0.00106128625094j) (0.0507145942408+0.0468312215602j)
(-0.000293483436667-0.00377203881776j) (0.0100752183671-0.00169163843995j) (0.035202255137-0.00152300612886j) (0.0166209570949-0.0285581254579j) (-0.0295706133915+0.0158122462647j) (0.0160747314197+0.0159325798607j) (0.0133765231716-0.0227751083722j) (0.00659861396971+0.0107732200072j) (0.0231889058766+0.00696503615725j) (0.0244065355894-0.000845420728979j) (-0.0361964244982-0.0299293375499j) (0.00116465472258-0.00679500765416j) (0.0404130506767+0.0237836328466j) (0.0233803315958-0.0237205172715j) (-0.00366077083093-0.0105834927141j) (0.0102519033272+0.0179932091431j) (0.0185568370756+0.025599597592j) (0.00409168012217-0.0195710104933j) (0.00996654673697+0.0159538982146j) (0.0402016600476+0.042764761712j)
(0.0218313274847-0.0641005896222j) (0.0325463407655+0.013945290095j) (0.00945560906488+0.0751067718725j) (-0.0172463083371-0.0697631263896j) (0.0244140360267-0.0604342130577j) (0.0210505841151+0.0686305930786j) (0.0362985344466+0.0513004627325j) (-0.0201840480038-0.0703896177067j) (0.00475636139589-0.0272618331161j) (0.0593304543791+0.0681586099831j) (0.0180454402753+0.00193577198938j) (-0.00626521241113-0.0595464394974j) (0.013710762835+0.0136250573596j) (0.00194200424262+0.0780115677831j) (0.0220642490301-0.0052587329711j) (0.0183144358887-0.0758146571918j) (0.0305942049186-0.00214395288975j) (0.00577396441865+0.0448109740709j) (0.0191865577647+0.00398223671876j) (-0.0164685285107-0.0205675964915j)
(0.00847897812207-0.0145876893427j) (0.0200599651515+0.0147069172992j) (0.0552120486007+0.00298039650607j) (-0.00981417784614-0.013539689775j) (-0.00825403768968+0.0158804868754j) (0.0411307977713+0.0362439585475j) (0.0574266339328-0.0452331666125j) (-0.0327588618397-0.0243829558857j) (0.00630412485427+0.0614506070182j) (0.0691734725862+0.00708732906086j) (0.041783322936-0.0699539842694j) (-0.0340112160116-0.00272028382511j) (-0.0437498536456+0.0989439648395j) (0.0568637407083-0.0164452565203j) (0.0453718517987-0.0388406849779j) (-0.0021486784983+0.0231595623877j) (0.0359432394561+0.00341555091956j) (-0.00480973483651-0.0669162541217j) (0.0269505808226-0.0107347382611j) (0.0108095151453+0.0962087661188j)
(-0.0406974118634+0.0201460046284j) (0.0242565258201+0.00503652751941j) (0.0367229657996-0.0276107724162j) (-0.0254932708974-0.00805051721567j) (-0.0159611682434+0.0437824155601j) (0.0414116866869-0.00358647412161j) (0.0437404137284-0.0683125323411j) (-0.033484282803+0.00555252394256j) (-0.00514061171085+0.0761158918005j) (0.0639443599494-0.00732422587715j) (0.040354084628-0.0612660762789j) (-0.0483769347895+0.00298861153461j) (-0.0503317745767+0.0768936947682j) (0.104761904483-0.0376662571636j) (0.0471885693348-0.026507585585j) (-0.0762817261986+0.0376070102035j) (-0.0167237010978+0.0099142664952j) (0.0846145535667-0.0403223273259j) (0.0297775459508-0.00998294637182j) (-0.0651766198776+0.0579753162238j)
(-0.0313911371063-0.0741766472607j) (0.0354373809229+0.0365698699823j) (0.0128104233372+0.0585670846514j) (0.00220950056324-0.0191256887888j) (-0.00956497981898-0.0588394713998j) (0.00133998730606+0.0298074891258j) (0.0135605789416+0.0460389324224j) (0.00543827135508-0.0619278817672j) (0.0128463691373-0.0432867670834j) (0.0302750089651+0.0825019841983j) (0.00914301181639+0.0078578343998j) (-0.0123488141344-0.0908835734173j) (0.0166181172784-0.000858215544322j) (0.0287934640863+0.0623442070291j) (0.0357279381912+0.0274380064687j) (0.0146937012926-0.0550417327587j) (-0.00903277034313-0.0329267666114j) (0.0106845424994+0.0738127499209j) (0.0185766616994+0.00722621799952j) (0.0115550088014-0.035811790101j)
(-0.0614730311708-0.0935370775591j) (0.0288915255616+0.0191216066604j) (0.0571985880377+0.0903008760185j) (0.0252757898585-0.0183859265683j) (-0.0618959921288-0.086919568833j) (0.0261221296878+0.0473480525621j) (0.0424876599959+0.088967527698j) (0.0112377049031-0.0625511796074j) (-0.00191203791665-0.0967455866307j) (0.0189218962178+0.0603759089283j) (0.00884102677541+0.0699344040783j) (0.0270304866188-0.0669131235033j) (0.0121461232052-0.0647572618064j) (0.0128881847258+0.0809875996762j) (0.0271258908851+0.0379214990317j) (0.0226462364815-0.0740135070154j) (0.00495833212106-0.0284731021669j) (-0.030883279372+0.0848564705271j) (0.0156580875516+0.0115535724615j) (0.0236742134835-0.0598929834668j)
